start;end;utterance
49.34;50.14; gambler's
50.14;50.46; anonymous
50.46;52.3; level.
53.38;53.56; And
53.56;53.56; I
53.56;53.92; couldn't
53.92;54.16; really
54.16;54.54; get
54.54;54.78; into
54.78;55.24; that
55.24;55.66; number
55.66;55.86; one.
55.94;55.98; I'm
55.98;56.14; not
56.14;56.24; the
56.24;56.5; richest
56.5;56.88; person
56.88;57.0; in
57.0;57.14; the
57.14;57.36; world.
57.36;57.64; And
57.64;57.88; number
57.88;58.42; two,
59.54;59.54; just
59.54;60.22; little
60.22;60.48; money
60.48;60.8; hears
60.8;61.14; one
61.14;61.44; thing,
61.9;61.9; but
61.9;62.06; when
62.06;62.5; you're
62.5;62.54; out
62.54;62.74; there
62.74;63.16; spending
63.16;64.66; your
64.66;64.84; car
64.84;65.3; insurance
65.3;65.66; money
65.66;65.94; on
65.94;66.18; it
66.18;67.92; or
67.92;68.16; rent
68.16;68.5; money,
68.74;69.08; then
69.08;69.18; you
69.18;69.36; got
69.36;69.56; a
69.56;69.72; real
69.72;70.16; problem
70.16;70.7; there.
71.2;71.48; I've
71.48;71.54; seen
71.54;71.86; guys
71.86;72.04; do
72.04;72.32; that,
73.24;73.24; too.
73.94;74.0; Get
74.0;74.28; down
74.28;74.38; the
74.38;74.52; side
74.52;74.72; of
74.72;74.86; the
74.86;75.04; downs
75.04;75.32; and
75.32;76.04; bet
76.04;76.3; the
76.3;76.68; farm
76.68;77.34; on
77.34;77.6; one
77.6;77.98; horse
77.98;78.94; and
78.94;79.12; wouldn't
79.12;79.28; even
79.28;79.44; do
79.44;79.82; anything
79.82;80.22; for
80.22;80.5; him.
82.6;82.84; Yes,
82.96;83.08; you
83.08;83.26; might
83.26;83.48; get
83.48;84.3; more,
84.3;84.68; good,
84.68;85.0; more,
85.0;85.28; more
85.28;85.52; gaming
85.52;85.92; around
85.92;86.34; the
86.34;86.52; city.
87.03999999999999;87.32; Well,
87.36;87.48; you
87.48;87.76; get
87.76;88.7; the
88.7;90.08; Casino's
90.08;90.48; Riverboat
90.48;91.22; Casino's
91.22;91.5; open.
91.68;91.68; You
91.68;92.24; get
92.24;92.6; all
92.6;93.44; the
93.44;93.62; pretty
93.62;93.84; much
93.84;94.52; every
94.52;94.76; store
94.76;94.98; on
94.98;95.14; the
95.14;95.42; corners,
95.68;95.8; got
95.8;96.28; a
96.28;96.52; lottery
96.52;97.06; machine
97.06;97.68; or
97.68;98.1; tickets.
100.88;101.44; I
101.44;102.0; think
102.0;102.2; it
102.2;102.36; is
102.36;102.48; a
102.48;102.6; good
102.6;102.88; idea,
102.88;103.2; because
103.2;103.44; I
103.44;103.54; want
103.54;103.8; my
103.8;104.0; fair
104.0;104.28; share
104.28;104.52; of
104.52;104.72; money,
105.02;105.08; a
105.08;105.3; lot
105.3;105.58; of,
106.04;106.38; they
106.38;106.56; give
106.56;106.94; everybody
106.94;107.24; a
107.24;107.48; fair
107.48;107.86; chance.
108.08;108.08; You
108.08;108.14; know,
108.28;108.28; they
108.28;109.22; don't
109.22;109.6; just
109.6;110.96; minimize
110.96;111.32; it
111.32;111.56; to
111.56;111.78; one
111.78;112.02; or
112.02;112.88; two.
113.34;113.62; You
113.62;113.96; know,
114.32;114.4; some
114.4;114.56; of
114.56;114.62; them
114.62;114.86; have
114.86;115.4; options
115.4;117.04; and
117.04;117.28; some
117.28;117.5; of
117.5;117.5; them
117.5;117.88; don't.
127.14;127.18; Yeah,
127.46;128.08; it's
128.08;128.36; just
128.36;128.74; like
128.74;129.48; having
129.48;129.94; alcohol
129.94;130.96; around.
131.38;131.38; I
131.38;131.82; mean,
131.88;132.1; gambling
132.1;132.48; is
132.48;132.62; a
132.62;132.72; lot
132.72;133.0; like
133.0;133.32; alcohol.
133.54;133.56; It
133.56;133.72; can
133.72;134.02; be
134.02;134.18; a
134.18;134.4; dick
134.4;134.6; thing.
134.6;134.76; It
134.76;135.0; could
135.0;135.18; screw
135.18;135.48; your
135.48;135.7; life
135.7;136.14; up
136.14;136.9; and
136.9;137.2; you'll
137.2;137.44; spend
137.44;137.66; your
137.66;137.96; last
137.96;138.22; dollar
138.22;138.48; on
138.48;138.6; it
138.6;138.78; if
138.78;139.24; you're
139.24;139.54; that
139.54;139.82; far
139.82;140.34; gone.
141.34;141.78; So
141.78;142.16; pretty
142.16;142.48; much
142.48;142.82; anything
142.82;143.22; can
143.22;144.22; be
144.22;144.66; one
144.66;144.74; of
144.74;145.28; those
145.28;146.72; factors.
152.16;152.88; Well,
153.0;153.26; most
153.26;153.62; people
153.62;153.92; think
153.92;154.7; it's
154.7;154.98; something
154.98;155.32; they
155.32;155.66; rely
155.66;155.94; on.
156.56;156.68; Well,
156.88;156.88; the
156.88;157.36; money
157.36;157.84; getting
157.84;158.74; from
158.74;158.92; the
158.92;159.28; lottery
159.28;159.62; to
159.62;159.72; the
159.72;160.12; people
160.12;160.78; or
160.78;161.1; lottery
161.1;161.36; to
161.36;161.88; schools.
162.74;162.92; On
162.92;163.08; that
163.08;163.46; issue,
164.02;164.14; then
164.14;164.38; yeah,
164.74;164.94; I
164.94;165.12; agree
165.12;165.6; with
165.6;165.84; the
165.84;166.12; gambling
166.12;166.9; thing.
166.9;167.78; Now,
168.02;168.22; just
168.22;168.44; as
168.44;168.58; long
168.58;169.7; as
169.7;170.34; it's
170.34;170.34; like
170.34;170.86; social
170.86;171.36; drinking
171.36;172.92; in
172.92;173.04; a
173.04;173.44; sense,
173.88;174.08; because
174.08;174.34; if
174.34;174.54; you
174.54;174.8; have
174.8;175.18; people
175.18;175.96; just
175.96;176.32; go
176.32;176.72; out
176.72;177.0; like
177.0;177.28; today,
177.84;178.16; I
178.16;178.36; bought
178.36;178.54; a
178.54;178.64; one
178.64;178.86;-dollar
178.86;179.3; lottery
179.3;179.66; ticket,
179.9;179.9; one
179.9;180.06;-two
180.06;180.28; bucks
180.28;180.52; off
180.52;180.8; of
180.8;181.84; it.
182.02;182.22; So
182.22;182.34; I
182.34;182.44; kept
182.44;182.66; my
182.66;182.92; one
182.92;183.16;-dollar
183.16;183.62; and
183.62;184.14; got
184.14;184.32; a
184.32;184.46; one
184.46;184.58;-dollar
184.58;184.82; ad
184.82;185.12; known.
190.95999999999998;191.48; Yeah,
191.48;192.0; there's...
196.74;197.22; And
197.22;197.7; then
197.7;198.02; there's
198.02;198.46; these
198.46;200.14; little
200.14;200.34; bit
200.34;200.54; more
200.54;200.9; expensive
200.9;201.44; cards,
201.68;201.68; you
201.68;202.76; buy
202.76;202.78; the
202.78;203.22; lottery
203.22;203.78; cards,
203.94;204.06; one
204.06;204.24; of
204.24;204.38; them's
204.38;204.6; called
204.6;205.16; Battleship
205.16;205.38; that
205.38;206.14; I've
206.14;206.24; won
206.24;206.72; a
206.72;206.72; lot
206.72;206.8; of
206.8;207.0; money
207.0;207.26; off
207.26;208.0; of.
212.48;212.5; Well,
212.68;212.76; you
212.76;213.0; have
213.0;213.98; to...
213.98;214.08; It's
214.08;214.3; just
214.3;214.5; like
214.5;214.74; bingo
214.74;215.4; numbers.
221.0;221.56; And
221.56;222.12; you...
222.12;222.48; It's
222.48;222.64; just
222.64;222.8; like
222.8;222.94; the
222.94;223.08; game
223.08;223.66; battleship,
223.84;223.88; pretty
223.88;224.4; much.
224.52;224.52; You
224.52;224.7; know,
224.9;225.42; A4,
225.52;226.04; A2,
226.04;226.4; A7.
228.29999999999998;228.85999999999999; And
228.85999999999999;229.42; well,
229.54;229.6; off
229.6;229.7; of
229.7;230.12; $3
230.12;230.44; one,
230.7;230.98; I've
230.98;231.26; won
231.26;232.3; probably
232.3;234.66; four
234.66;234.94; out
234.94;235.04; of
235.04;235.4; five,
236.06;236.06; you
236.06;236.72; know,
237.62;237.66; in
237.66;238.34; that...
238.34;238.7; I
238.7;238.9; haven't
238.9;239.1; bought
239.1;239.36; that
239.36;239.6; many
239.6;239.9; of
239.9;239.96; them,
240.32;240.32; but
240.32;240.56; in
240.56;240.84; that
240.84;241.14; race
241.14;241.56; right
241.56;241.86; there,
242.08;242.14; four
242.14;242.34; out
242.34;242.4; of
242.4;242.76; five's
242.76;242.88; not
242.88;243.12; too
243.12;243.42; bad.
243.42;243.86; You
243.86;245.26; got
245.26;245.48; my
245.48;245.74; mom
245.74;246.02; one
246.02;246.24; on
246.24;246.36; her
246.36;246.66; birthday,
246.92;246.92; she
246.92;247.1; got
247.1;247.68; $15.
250.9;251.22; And
251.22;251.74; the
251.74;251.92; other
251.92;252.2; times
252.2;252.4; I
252.4;252.56; get
252.56;252.74; on
252.74;252.94; my
252.94;253.68; $3
253.68;255.4; back,
256.02;256.32; or
256.32;256.94; I
256.94;257.0; won
257.0;257.42; $9.
264.64;265.26; Hmm.
267.38;268.0; Yeah.
272.74;273.26; Yeah.
273.26;273.48; Yeah.
274.44;274.62; That
274.62;274.8; could
274.8;275.08; really
275.08;275.32; bite
275.32;275.46; you
275.46;275.58; in
275.58;275.72; the
275.72;275.94; back
275.94;276.2; though,
277.22;277.26; winning
277.26;277.52; all
277.52;277.68; that
277.68;278.12; money.
278.64;278.86; I'd
278.86;279.12; be...
279.76;280.02; Well,
280.04;280.18; I'd
280.18;280.28; be
280.28;280.74; quite
280.74;281.18; content
281.18;281.44; with
281.44;281.72; $1
281.72;282.12; million,
282.66;282.66; but
282.66;283.14; $10
283.14;283.58; million
283.58;284.2; is
284.2;284.36; kind
284.36;284.54; of
284.54;284.76; like
284.76;284.88; an
284.88;285.58; overkill.
286.7;286.8; I
286.8;286.96; mean,
286.98;287.14; do
287.14;287.18; you
287.18;287.48; think
287.48;287.84; anybody
287.84;288.1; in
288.1;288.26; this
288.26;288.52; town
288.52;288.8; has
288.8;289.04; $10
289.04;289.42; million?
290.46;290.62; Well,
290.98;291.24; maybe
291.24;291.46; a
291.46;291.68; couple
291.68;291.88; of
291.88;292.1; people,
292.46;292.48; yeah.
296.58000000000004;297.16; Yeah,
297.16;297.74; probably
297.74;297.98; have
297.98;298.0; to
298.0;298.12; go
298.12;298.34; to
298.34;298.66; Dublin
298.66;299.72; or,
299.72;299.72; you
299.72;300.12; know,
300.24;300.48; Worthing
300.48;300.76; to
300.76;301.14; somewhere
301.14;301.42; around
301.42;301.54; there
301.54;301.76; to
301.76;302.28; find
302.28;302.76; a
302.76;302.8; couple
302.8;304.56; millionaires.
308.18;308.76; But...
308.76;308.76; I
308.76;309.0; guess
309.0;309.18; you
309.18;309.5; could
309.5;309.5; get
309.5;309.66; two
309.66;310.02; left.
310.72;311.16; Hmm.
311.7;311.9; Yeah.
312.22;312.28; I'd
312.28;312.36; give
312.36;312.88; some
312.88;313.32; charity
313.32;313.98; and
313.98;314.16; keep
314.16;314.46; carry
314.46;314.72; your
314.72;314.92; bills,
316.02;316.06; and
316.06;316.22; probably
316.22;316.44; go
316.44;316.52; on
316.52;316.62; that
316.62;317.02; vacation
317.02;317.34; you've
317.34;317.44; been
317.44;317.7; dying
317.7;318.22; for,
318.84;318.92; like
318.92;319.18; you're
319.18;319.34; making
319.34;319.7; my
319.7;320.18; brain
320.18;320.56; water
320.56;320.8; here
320.8;321.28; ever
321.28;322.08; australia.
326.50000000000006;327.02000000000004; Well,
327.02000000000004;327.54; yeah.
328.18;328.5; It's
328.5;328.58; kind
328.58;328.7; of
328.7;328.88; like
328.88;329.02; making
329.02;329.28; your
329.28;329.42; mouth
329.42;329.68; water
329.68;329.88; when
329.88;330.04; you
330.04;330.26; see
330.26;332.62; food.
336.48;337.0; Yeah.
337.0;337.06; And
337.06;337.24; this
337.24;337.42; is
337.42;337.6; my
337.6;338.08; consent
338.08;338.38; to
338.38;338.52; let
338.52;338.68; you
338.68;338.94; use
338.94;339.34; that.
343.18;343.7; Yeah.
346.32;346.84; Oh,
347.5;348.0; okay.
348.96000000000004;349.48; Sorry.
351.93999999999994;352.47999999999996; So,
352.47999999999996;353.02; you
353.02;353.26; went
353.26;353.4; to
353.4;353.52; school
353.52;353.76; in
353.76;354.26; Columbus?
354.72;354.78; Mm
354.78;355.86;-hmm.
357.62;358.16; So,
358.28;358.34; what
358.34;358.58; school
358.58;358.76; did
358.76;358.78; you
358.78;358.88; go
358.88;359.06; to?
360.04;360.42; I
360.42;360.68; went
360.68;361.4; to
361.4;361.66; a
361.66;361.66; lot
361.66;362.86; of
362.86;363.62; middle
363.62;364.02; school.
364.06;364.06; I
364.06;365.78; went
365.78;366.06; to
366.06;366.42; Clinton
366.42;367.18; and
367.18;367.86; Indianola.
368.02;368.28; High
368.28;368.56; school,
368.66;368.66; I
368.66;368.82; went
368.82;369.0; to
369.0;369.48; Brookhaven
369.48;370.12; and
370.12;370.3; Fort
370.3;371.48; Hayes.
374.08;374.24; Wow,
374.42;374.52; there
374.52;375.34; were...
375.34;375.78; Yeah,
376.02;376.36; one's
376.36;376.46; an
376.46;376.82; alternative
376.82;377.36; school,
377.36;377.56; and
377.56;377.66; the
377.66;377.78; other
377.78;378.14; one's
378.14;378.42; just
378.42;378.8; a
378.8;379.08; regular
379.08;379.6; trashy
379.6;379.9; public
379.9;380.7; school.
386.88;386.88; Well,
387.36;387.58; this
387.58;387.9; is
387.9;388.28; about
388.28;388.54; giving
388.54;389.12; opinions,
389.6;389.66; and
389.66;389.76; my
389.76;390.1; opinion
390.1;390.36; about
390.36;390.5; the
390.5;390.72; Columbus
390.72;391.06; Public
391.06;391.38; School
391.38;391.78; system
391.78;392.28; really
392.28;393.06; isn't
393.06;393.68; good.
394.12;394.12; Why
394.12;394.28; is
394.28;395.12; that?
395.18;395.48; Well,
395.56;395.82; because
395.82;396.12; I've
396.12;396.18; been
396.18;396.44; in
396.44;396.62; public
396.62;397.04; schools
397.04;397.22; all
397.22;397.34; my
397.34;397.68; life,
397.76;397.92; and
397.92;397.94; I
397.94;398.16; should
398.16;398.82; be
398.82;399.08; first
399.08;399.3; to
399.3;399.46; know
399.46;399.74; that
399.74;401.4; there's
401.4;401.72; a
401.72;401.86; lot
401.86;402.88; of
402.88;403.78; favoritism,
403.78;403.78; you
403.78;405.68; know,
406.66;407.08; some
407.08;407.44; teachers
407.44;407.86; will
407.86;408.2; teach
408.2;408.64; one,
408.9;408.92; but
408.92;409.18; not
409.18;409.48; teach
409.48;409.76; the
409.76;410.7; other.
411.8;412.48; Well,
413.52;413.72; yeah,
414.06;414.16; teach
414.16;414.48; one
414.48;415.02; person
415.02;415.54; one
415.54;416.02; thing,
416.68;416.68; and
416.68;417.06; not
417.06;417.3; teach
417.3;417.48; the
417.48;417.66; other
417.66;417.98; person
417.98;418.78; that.
419.58;419.74; Kind
419.74;420.78; of...
421.7;421.92; Let
421.92;422.04; me
422.04;422.4; see
422.4;423.58; here.
424.28;424.36; And
424.36;424.52; given
424.52;424.7; an
424.7;425.08; example,
425.44;426.7; there's
426.7;426.7; a...
426.7;426.92; There's
426.92;427.1; a
427.1;427.34; school
427.34;427.6; that
427.6;427.82; they
427.82;427.96; showed
427.96;428.18; on
428.18;428.84; 2020,
429.76;430.18; somewhere
430.18;430.58; out
430.58;431.22; west,
431.8;431.88; I
431.88;431.9; believe
431.9;432.24; it's
432.24;432.58; Nevada
432.58;432.96; or
432.96;433.36; somewhere,
434.44;434.54; and
434.54;434.62; they
434.62;435.0; said
435.0;436.08; that
436.08;436.38; these
436.38;437.96; teachers
437.96;438.54; have
438.54;438.82; the
438.82;439.16; highest
439.16;439.9; rating
439.9;440.92; among
440.92;441.46; many
441.46;441.72; other
441.72;442.16; teachers
442.16;442.54; in
442.54;442.68; the
442.68;442.96; nation
442.96;443.38; because
443.38;443.6; of
443.6;443.9; their
443.9;444.44; actual
444.44;445.32; sitting
445.32;445.86; down,
445.98;446.2; hands
446.2;446.98; on,
447.0;447.62; critiquing
447.62;447.86; these
447.86;448.42; children.
451.9;452.26; ex
452.26;452.7;-girlfriend
452.7;453.0; of
453.0;453.56; mine,
454.66;454.66; she
454.66;455.36; was
455.36;455.82; pretty
455.82;456.84; much...
456.84;457.24; I
457.24;457.62; wouldn't
457.62;457.82; put
457.82;458.04; her
458.04;458.56; borderline
458.56;459.32; illiterate,
459.52;459.72; but
459.72;460.18; she
460.18;460.58; didn't
460.58;460.7; know
460.7;460.8; how
460.8;461.0; to
461.0;461.24; read
461.24;461.52; or
461.52;461.74; write.
