start;end;utterance
169.16;170.96; by
170.96;171.6; changing
171.6;171.86; the
171.86;171.94; way
171.94;172.18; they
172.18;172.46; teach
172.46;172.64; and
172.64;172.86; so
172.86;173.08; on
173.08;173.22; in
173.22;173.32; the
173.32;173.6; next
173.6;173.84; 20
173.84;174.26; years,
174.44;174.44; I
174.44;174.72; don't
174.72;175.34; know.
175.94;175.94; But
175.94;176.46; I'm
176.46;176.64; glad
176.64;176.86; my
176.86;177.26; children
177.26;177.62; went
177.62;177.8; to
177.8;178.0; school
178.0;178.24; when
178.24;178.42; they
178.42;178.92; did.
180.02;180.2; And
180.2;180.38; I
180.38;180.64; stayed
180.64;180.94; home
180.94;181.16; with
181.16;181.8; them.
185.35999999999999;185.92; You
185.92;186.26; should
186.26;186.98; be
186.98;187.38; real
187.38;187.82; attentive
187.82;188.16; to
188.16;188.54; what's
188.54;188.8; happening
188.8;189.08; in
189.08;189.36; his
189.36;189.64; school
189.64;190.42; situation,
190.92;190.96; his
190.96;191.14; or
191.14;191.92; her.
193.26;193.76; Yeah,
193.86;194.08; you
194.08;194.3; should
194.3;194.56; be
194.56;194.82; where
194.82;195.02; all
195.02;195.34; where
195.34;195.78; because
195.78;196.04; the
196.04;196.28; school
196.28;196.56; has
196.56;196.7; a
196.7;196.88; big
196.88;197.82; impact
197.82;198.06; on
198.06;198.26; the
198.26;198.58; children
198.58;198.86; and
198.86;199.22; sometimes
199.22;199.7; not
199.7;199.98; all
199.98;200.3; that
200.3;200.72; positive
200.72;201.22; right
201.22;201.9; now.
202.74;202.74; So,
203.24;203.32; you
203.32;203.52; know,
203.64;203.8; but
203.8;203.88; you
203.88;204.12; can
204.12;204.62; tell
204.62;205.06; how
205.06;205.3; your
205.3;205.76; child's
205.76;206.02; doing,
206.12;206.28; of
206.28;206.48; course.
214.38;214.94; At
214.94;215.24; this
215.24;216.84; point,
217.24;217.56; I'm
217.56;217.56; not
217.56;219.12; against
219.12;219.4; the
219.4;219.72; urban
219.72;220.12; schools,
220.28;220.32; but
220.32;220.54; if
220.54;220.7; it
220.7;220.96; was
220.96;221.18; my
221.18;221.4; own
221.4;221.78; personal
221.78;222.12; child,
222.34;222.34; I
222.34;222.66; wouldn't
222.66;223.38; move
223.38;223.7; to
223.7;223.74; a
223.74;224.18; suburban
224.18;224.64; area
224.64;224.76; and
224.76;224.96; tell
224.96;225.3; Columbus
225.3;225.6; gets
225.6;225.88; their
225.88;226.1; act
226.1;226.46; together.
227.14;227.14; They
227.14;227.32; are
227.32;227.8; in
227.8;228.4; such
228.4;228.8; bad
228.8;229.08; shape
229.08;229.4; right
229.4;229.68; now
229.68;230.24; that
230.24;230.52; I
230.52;230.66; do
230.66;230.88; think
230.88;231.1; the
231.1;231.28; state
231.28;231.52; will
231.52;231.76; take
231.76;232.02; over
232.02;232.24; the
232.24;232.48; Columbus
232.48;232.82; Public
232.82;233.24; Schools
233.24;233.46; in
233.46;233.66; two
233.66;234.04; years.
234.04;234.36; Yeah,
234.94;235.12; they've
235.12;235.46; threatened
235.46;236.18; it.
237.1;237.22; And
237.22;237.4; if
237.4;237.66; they
237.66;238.0; don't
238.0;238.32; pull
238.32;238.84; their
238.84;239.26; scores
239.26;240.16; up,
240.52;240.74; they
240.74;241.68; will,
241.74;246.68; you
246.68;247.08; know.
247.08;247.18; No.
251.62;252.34; Well,
253.6;254.08; my
254.08;254.48; opinion
254.48;255.04; changes
255.04;255.4; from
255.4;255.6; day
255.6;255.8; to
255.8;255.86; day
255.86;256.08; on
256.08;256.32; whose
256.32;256.58; fault
256.58;256.76; it
256.76;257.16; is.
259.26;259.78; Actually,
262.0;262.0; at
262.0;262.38; this
262.38;262.64; point
262.64;262.96; in
262.96;263.34; time,
263.58;263.62; I
263.62;263.82; don't
263.82;264.04; know
264.04;264.38; whose
264.38;264.68; fault
264.68;264.78; it
264.78;265.46; is.
265.94;266.02; I
266.02;266.26; think
266.26;266.8; it's
266.8;266.92; the
266.92;267.56; fault
267.56;267.76; of
267.76;268.38; evolution.
271.72;272.24; Well,
272.24;272.42; I
272.42;272.62; could
272.62;272.76; have
272.76;272.96; been
272.96;273.3; prevented,
273.66;273.66; but
273.66;273.8; we
273.8;274.06; didn't
274.06;274.22; know
274.22;274.34; it
274.34;274.42; was
274.42;274.56; going
274.56;274.66; to
274.66;274.98; happen
274.98;275.76; that
275.76;276.04; our
276.04;276.48; society
276.48;276.76; was
276.76;276.88; going
276.88;276.98; to
276.98;277.32; change
277.32;277.58; so
277.58;277.92; intensely
277.92;278.36; and
278.36;278.36; we
278.36;278.82; kind
278.82;279.12; of
279.12;279.26; hung
279.26;279.6; back
279.6;279.76; and
279.76;279.98; thought
279.98;280.28; things
280.28;280.52; would
280.52;280.74; stay
280.74;280.98; the
280.98;281.16; same
281.16;281.36; way
281.36;281.56; they
281.56;281.82; were.
281.82;281.98; And
281.98;282.12; they
282.12;282.38; haven't,
282.52;283.24; everybody's
283.24;283.56; changing
283.56;284.2; it,
284.36;284.52; especially
284.52;284.88; the
284.88;285.16; younger
285.16;285.78; people.
287.32000000000005;287.84000000000003; And
287.84000000000003;288.36; we
288.36;288.6; weren't
288.6;288.88; ready
288.88;289.02; and
289.02;289.12; we
289.12;289.36; didn't
289.36;289.78; change
289.78;290.16; fast
290.16;290.42; enough.
290.42;290.66; We
290.66;290.9; didn't
290.9;291.18; get
291.18;291.44; ready
291.44;291.68; for
291.68;291.86; the
291.86;292.3; change
292.3;292.56; that
292.56;292.82; was
292.82;293.14; coming.
296.14000000000004;296.66; Columbus,
297.12;297.24; it
297.24;297.5; seems
297.5;297.78; to
297.78;298.12; be.
298.96;299.12; I
299.12;299.32; mean,
299.52;299.62; it's
299.62;299.88; just
299.88;300.28; like,
300.28;300.84; well.
300.84;301.3; It's
301.3;301.94; just,
302.2;303.04; it's
303.04;303.04; just
303.04;303.18; what
303.18;303.52; the
303.52;303.68; future
303.68;304.06; is
304.06;304.06; going
304.06;304.48; to
304.48;305.14; do.
306.16;306.56; I
306.56;306.96; at
306.96;307.24; this
307.24;307.46; point
307.46;307.7; out,
307.7;307.8; blame
307.8;308.0; it
308.0;308.08; on
308.08;308.24; the
308.24;308.94; administration.
314.62;314.78; And
314.78;314.96; the
314.96;315.34; citizens
315.34;315.74; of
315.74;316.1; Columbus
316.1;316.72; haven't,
316.76;316.84; I
316.84;317.22; mean,
317.42;317.58; two
317.58;317.88; years
317.88;318.4; ago
318.4;318.62; or
318.62;318.84; was
318.84;318.96; it
318.96;319.18; three
319.18;319.46; years
319.46;319.76; ago
319.76;320.28; now.
320.6;320.68; They
320.68;321.08; defeated
321.08;321.4; a
321.4;321.82; levy,
322.02;322.1; you
322.1;322.26; should
322.26;322.58; never
322.58;322.96; defeat
322.96;323.26; a
323.26;323.46; school
323.46;323.82; levy.
324.08;324.08; You
324.08;324.2; know,
324.3;324.36; they
324.36;324.78; never
324.78;325.14; asked
325.14;325.32; for
325.32;325.62; extra
325.62;325.98; money
325.98;326.98; and
326.98;327.7; they
327.7;327.9; had
327.9;328.0; to
328.0;328.2; cut
328.2;328.54; back
328.54;328.7; on
328.7;329.06; everything.
329.06;329.26; And
329.26;329.58; I
329.58;329.82; think
329.82;330.06; I
330.06;330.22; just
330.22;330.4; set
330.4;330.7; people
330.7;331.02; back
331.02;331.24; now.
331.36;331.4; We're
331.4;331.66; trying
331.66;331.86; real
331.86;332.1; hard
332.1;332.22; to
332.22;332.42; catch
332.42;332.88; up.
333.24;333.24; And
333.24;333.48; at
333.48;333.64; some
333.64;334.0; point,
334.18;334.2; we're
334.2;334.58; going
334.58;336.08; to,
336.08;336.14; you
336.14;336.46; know,
336.6;336.74; have
336.74;336.86; to
336.86;337.12; put
337.12;337.18; a
337.18;337.46; levy
337.46;337.76; on
337.76;338.04; again.
340.2;340.2; And
340.2;340.94; who
340.94;341.18; knows
341.18;341.56; what's
341.56;341.86; happened.
342.16;342.36; We're
342.36;342.68; keeping
342.68;343.04; Rosa
343.04;343.46; Smith
343.46;343.8; right
343.8;343.94; now
343.94;344.34; because
344.34;345.2; she's
345.2;345.44; so
345.44;345.9; good
345.9;346.36; PR
346.36;347.04; with
347.04;347.04; the,
347.04;347.5; with
347.5;347.86; the
347.86;348.2; business
348.2;348.86; community.
349.14;349.44; But
349.44;349.58; the
349.58;349.94; business
349.94;350.54; community
350.54;350.76; in
350.76;351.12; Columbus
351.12;351.56; doesn't
351.56;351.9; really
351.9;352.28; support
352.28;352.56; the
352.56;353.04; schools.
353.32;353.4; And
353.4;353.58; they
353.58;354.02; don't.
354.02;354.64; I
354.64;354.86; mean,
355.02;355.14; we've
355.14;355.32; got
355.32;355.54; two
355.54;356.1; new
356.1;357.22; stadiums
357.22;357.38; and
357.38;357.5; we
357.5;357.8; haven't
357.8;358.02; got
358.02;358.3; any
358.3;358.74; increase
358.74;359.06; in
359.06;359.32; school
359.32;359.62; funding.
