start;end;utterance
31.05;31.08;l
31.08;31.17;@U
31.17;31.26;s
31.26;31.33;t
31.33;31.5;j
31.5;31.54;O:
31.54;31.59;R
31.59;31.72;s
31.72;31.81;t
31.81;31.94;{
31.94;31.99;n
31.99;32.05;d
32.05;32.09;3`
32.09;32.21;d
32.21;32.24;V
32.24;32.37;n
32.37;32.76;<p:>
32.76;34.33;<p:>
34.33;34.36;w
34.36;34.4;I
34.4;34.47;n
34.47;34.55;j
34.55;34.6;u:
34.6;34.68;w
34.68;34.73;I
34.73;34.77;n
34.77;34.84;O:
34.84;34.9;l
34.9;34.93;D
34.93;34.96;{
34.96;34.99;t
34.99;35.11;m
35.11;35.2;V
35.2;35.25;n
35.25;35.37;i:
35.37;35.44;I
35.44;35.47;t
35.47;35.56;s
35.56;35.63;dZ
35.63;35.71;I
35.71;35.81;s
35.81;35.85;l
35.85;35.92;aI
35.92;36.03;k
36.03;36.12;j
36.12;36.27;E
36.27;36.3;w
36.3;36.37;I
36.37;36.59;n
36.59;36.62;j
36.62;36.7;u:
36.7;36.8;l
36.8;36.85;u
36.85;36.92;z
36.92;36.97;O:
36.97;37.0;l
37.0;37.03;D
37.03;37.06;{
37.06;37.09;t
37.09;37.21;m
37.21;37.24;V
37.24;37.3;n
37.3;37.38;i:
37.38;37.43;I
37.43;37.46;t
37.46;37.535;s
37.535;37.58;l
37.58;37.7;aI
37.7;38.87;<p:>
38.87;38.95;<p:>
38.95;39.29;<p:>
39.29;39.34;D
39.34;39.41;{
39.41;39.47;t
39.47;39.55;s
39.55;39.69;I
39.69;39.72;t
39.72;39.76;<p:>
39.76;40.0;<p:>
40.0;40.03;g
40.03;40.17;@U
40.17;40.2;I
40.2;40.69;N
40.69;40.95;h
40.95;41.03;@U
41.03;41.42;m
41.42;41.9;<p:>
41.9;42.13;<p:>
42.13;42.35;<p:>
42.35;42.53;<p:>
42.53;43.43;<p:>
43.43;43.53;b
43.53;43.71;I
43.71;44.15;<p:>
44.15;44.29;?
44.29;44.34;aI
44.34;44.37;v
44.37;44.5;n
44.5;44.57;@U
44.57;44.69;n
44.69;44.81;p
44.81;44.93;i:
44.93;44.99;p
44.99;45.02;V
45.02;45.05;l
45.05;45.08;D
45.08;45.11;E
45.11;45.23;g
45.23;45.39;I
45.39;45.44;m
45.44;45.49;b
45.49;45.52;V
45.52;45.76;l
45.76;45.96;<p:>
45.96;46.04;i:
46.04;46.07;k
46.07;46.11;eI
46.11;46.14;k
46.14;46.18;eI
46.18;46.21;k
46.21;46.25;eI
46.25;46.28;k
46.28;46.32;eI
46.32;46.39;<p:>
46.39;46.48;k
46.48;46.51;V
46.51;46.57;m
46.57;46.68;p
46.68;46.71;V
46.71;46.84;l
46.84;46.97;s
46.97;47.0;I
47.0;47.11;v
47.11;47.2;l
47.2;47.32;i:
47.32;48.25;<p:>
48.25;48.29;aI
48.29;48.33;m
48.33;48.41;i:
48.41;48.44;n
48.44;48.48;I
48.48;48.51;t
48.51;48.58;s
48.58;48.61;l
48.61;48.66;aI
48.66;48.73;k
48.73;48.78;?
48.78;48.81;V
48.81;49.365;<p:>
49.365;49.49;<p:>
49.49;49.57;g
49.57;49.69;I
49.69;49.75;m
49.75;49.78;b
49.78;49.86;l
49.86;49.93;3`
49.93;50.02;z
50.02;50.05;V
50.05;50.16;n
50.16;50.26;Q
50.26;50.31;n
50.31;50.34;V
50.34;50.42;m
50.42;50.51;V
50.51;50.73;s
50.73;51.73;<p:>
51.73;51.81;l
51.81;51.91;E
51.91;52.03;v
52.03;52.06;V
52.06;52.13;l
52.13;53.29;<p:>
53.29;53.39;?
53.39;53.48;aI
53.48;53.58;k
53.58;53.63;U
53.63;53.67;d
53.67;53.7;V
53.7;53.87;n
53.87;53.91;R
53.91;53.95;I
53.95;54.04;l
54.04;54.13;i:
54.13;54.28;<p:>
54.28;54.38;g
54.38;54.44;I
54.44;54.49;4.0
54.49;54.54;I
54.54;54.68;n
54.68;54.75;d
54.75;54.9;I
54.9;54.93;D
54.93;54.97;{
54.97;55.0;t
55.0;55.36;<p:>
55.36;55.39;n
55.39;55.42;V
55.42;55.48;m
55.48;55.52;b
55.52;55.56;3`
55.56;55.72;w
55.72;55.75;V
55.75;55.8;n
55.8;55.84;aI
55.84;55.94;m
55.94;55.97;n
55.97;56.0;Q
56.0;56.09;<p:>
56.09;56.12;D
56.12;56.15;V
56.15;56.24;R
56.24;56.28;I
56.28;56.37;tS
56.37;56.43;I
56.43;56.49;s
56.49;56.6;p
56.6;56.7;3`
56.7;56.8;s
56.8;56.83;V
56.83;56.86;n
56.86;56.92;n=
56.92;56.95;D
56.95;56.98;V
56.98;57.11;w
57.11;57.21;3`
57.21;57.28;l
57.28;57.31;V
57.31;57.37;n
57.37;57.57;n
57.57;57.6;V
57.6;57.66;m
57.66;57.69;b
57.69;57.75;3`
57.75;57.93;t
57.93;58.15;u
58.15;58.55;<p:>
58.55;58.6;dZ
58.6;58.71;I
58.71;58.82;s
58.82;59.09;<p:>
59.09;59.16;<p:>
59.16;59.98;<p:>
59.98;60.03;l
60.03;60.07;@
60.07;60.1;t
60.1;60.13;V
60.13;60.16;l
60.16;60.22;m
60.22;60.28;V
60.28;60.34;n
60.34;60.435;i:
60.435;60.54;h
60.54;60.61;i:
60.61;60.73;6.0
60.73;60.76;I
60.76;60.83;z
60.83;60.97;w
60.97;61.0;V
61.0;61.07;n
61.07;61.13;<p:>
61.13;61.16;T
61.16;61.21;I
61.21;61.37;N
61.37;61.45;b
61.45;61.6;I
61.6;61.825;<p:>
61.825;61.87;w
61.87;61.9;I
61.9;61.95;n
61.95;62.14;j
62.14;62.18;6.0
62.18;62.21;<p:>
62.21;62.25;<p:>
62.25;62.3;<p:>
62.3;62.4;aU
62.4;62.47;t
62.47;62.54;D
62.54;62.59;E
62.59;62.62;R
62.62;62.78;s
62.78;62.86;p
62.86;62.92;E
62.92;63.0;n
63.0;63.03;d
63.03;63.07;I
63.07;63.18;N
63.18;63.28;j
63.28;63.32;O:
63.32;63.48;6.0
63.48;64.5;<p:>
64.5;64.63;k
64.63;64.68;Q
64.68;64.75;R
64.75;64.8;I
64.8;64.86;n
64.86;65.02;S
65.02;65.05;U
65.05;65.08;R
65.08;65.11;V
65.11;65.22;n
65.22;65.29;s
65.29;65.38;m
65.38;65.42;V
65.42;65.5;n
65.5;65.61;i:
65.61;65.64;Q
65.64;65.86;n
65.86;65.99;I
65.99;66.05;4.0
66.05;66.3;6.0
66.3;67.56;<p:>
67.56;67.85;<p:>
67.85;67.96;R
67.96;68.03;E
68.03;68.06;n
68.06;68.09;t
68.09;68.19;m
68.19;68.25;V
68.25;68.36;n
68.36;68.485;i:
68.485;68.53;D
68.53;68.56;E
68.56;68.84;n
68.84;68.99;<p:>
68.99;69.15;j
69.15;69.27;u
69.27;69.3;g
69.3;69.33;Q
69.33;69.36;V
69.36;69.49;R
69.49;69.52;I
69.52;69.59;l
69.59;69.64;<p:>
69.64;69.78;p
69.78;69.83;R
69.83;69.86;Q
69.86;69.89;b
69.89;69.95;l
69.95;69.98;V
69.98;70.25;m
70.25;70.28;D
70.28;70.35;E
70.35;70.38;R
70.38;70.46;<p:>
70.46;71.145;<p:>
71.145;71.22;aI
71.22;71.25;v
71.25;71.38;s
71.38;71.48;i:
71.48;71.54;n
71.54;71.61;g
71.61;71.73;aI
71.73;71.81;z
71.81;71.88;d
71.88;71.99;u
71.99;72.02;D
72.02;72.2;I
72.2;72.26;t
72.26;72.38;t
72.38;72.57;u
72.57;73.77;<p:>
73.77;73.89;g
73.89;73.93;@U
73.93;73.99;d
73.99;74.09;aU
74.09;74.15;n
74.15;74.19;@
74.19;74.35;s
74.35;74.38;k
74.38;74.49;i:
74.49;74.53;@U
74.53;74.56;t
74.56;74.6;@U
74.6;74.72;d
74.72;74.92;aU
74.92;74.99;n
74.99;75.03;z
75.03;75.06;V
75.06;75.15;n
75.15;75.21;b
75.21;75.3;E
75.3;75.39;t
75.39;75.45;D
75.45;75.48;V
75.48;75.59;<p:>
75.59;75.86;<p:>
75.86;75.92;b
75.92;76.01;E
76.01;76.08;t
76.08;76.11;D
76.11;76.14;V
76.14;76.34;f
76.34;76.48;Q
76.48;76.54;R
76.54;76.66;m
76.66;76.69;Q
76.69;76.97;n
76.97;77.155;<p:>
77.155;77.36;w
77.36;77.39;V
77.39;77.46;n
77.46;77.59;h
77.59;77.71;O:
77.71;77.79;R
77.79;77.95;s
77.95;77.98;V
77.98;78.2;n
78.2;78.64;<p:>
78.64;78.83;<p:>
78.83;78.92;w
78.92;78.96;U
78.96;78.99;d
78.99;79.02;V
79.02;79.05;n
79.05;79.13;i:
79.13;79.16;v
79.16;79.19;I
79.19;79.24;n
79.24;79.3;d
79.3;79.33;u
79.33;79.38;I
79.38;79.47;n
79.47;79.61;i:
79.61;79.69;T
79.69;79.73;I
79.73;79.86;N
79.86;79.92;<p:>
79.92;79.98;f
79.98;80.1;O:
80.1;80.13;R
80.13;80.16;D
80.16;80.19;E
80.19;80.24;m
80.24;82.56;<p:>
82.56;84.66;<p:>
84.66;84.91;<p:>
84.91;87.09;<p:>
87.09;87.13;w
87.13;87.27;V
87.27;87.3;l
87.3;87.36;j
87.36;87.39;u
87.39;87.51;g
87.51;87.57;Q
87.57;87.61;t
87.61;87.68;<p:>
87.68;87.72;D
87.72;87.93;V
87.93;88.6;<p:>
88.6;88.69;k
88.69;88.73;V
88.73;88.89;s
88.89;89.02;i:
89.02;89.17;n
89.17;89.22;@U
89.22;89.42;z
89.42;89.965;<p:>
89.965;90.02;R
90.02;90.06;I
90.06;90.16;v
90.16;90.21;6.0
90.21;90.3;b
90.3;90.38;@U
90.38;90.49;t
90.49;90.53;k
90.53;90.57;V
90.57;90.74;s
90.74;90.83;i:
90.83;90.92;n
90.92;90.97;@U
90.97;91.07;z
91.07;91.2;@U
91.2;91.33;p
91.33;91.37;V
91.37;91.52;n
91.52;91.55;j
91.55;91.58;u
91.58;91.71;g
91.71;91.74;Q
91.74;91.78;t
91.78;92.28;<p:>
92.28;92.42;?
92.42;92.46;O:
92.46;92.5;l
92.5;92.58;D
92.58;92.67;V
92.67;93.39;<p:>
93.39;93.44;p
93.44;93.48;R
93.48;93.53;I
93.53;93.56;t
93.56;93.6;i:
93.6;93.65;m
93.65;93.69;V
93.69;93.81;tS
93.81;93.88;E
93.88;93.98;v
93.98;94.02;3`
94.02;94.23;i:
94.23;94.38;<p:>
94.38;94.51;s
94.51;94.59;t
94.59;94.7;O:
94.7;94.76;R
94.76;94.8;Q
94.8;94.9;n
94.9;94.93;D
94.93;94.96;V
94.96;95.16;k
95.16;95.26;O:
95.26;95.3;R
95.3;95.34;n
95.34;95.43;3`
95.43;95.5;z
95.5;95.57;g
95.57;95.6;Q
95.6;95.72;?
95.72;95.77;V
95.77;96.155;<p:>
96.155;96.2;l
96.2;96.32;Q
96.32;96.35;t
96.35;96.42;3`
96.42;96.51;i:
96.51;96.6;m
96.6;96.63;V
96.63;96.83;S
96.83;96.98;i:
96.98;97.13;n
97.13;97.22;6.0
97.22;97.41;<p:>
97.41;97.56;<p:>
97.56;97.68;t
97.68;97.75;I
97.75;97.88;k
97.88;97.91;V
97.91;98.02;t
98.02;98.08;s
98.08;99.21;<p:>
99.21;101.38;<p:>
101.38;101.62;<p:>
101.62;101.71;aI
101.71;101.77;<p:>
101.77;101.83;T
101.83;101.87;I
101.87;101.94;N
101.94;101.97;k
101.97;102.06;I
102.06;102.1;t
102.1;102.21;I
102.21;102.3;z
102.3;102.33;V
102.33;102.38;g
102.38;102.52;I
102.52;102.59;aI
102.59;102.69;d
102.69;102.83;i:
102.83;102.86;V
102.86;102.9;b
102.9;102.97;i:
102.97;103.07;k
103.07;103.11;O:
103.11;103.18;z
103.18;103.23;aI
103.23;103.26;v
103.26;103.42;w
103.42;103.45;V
103.45;103.49;n
103.49;103.57;m
103.57;103.62;aI
103.62;103.79;f
103.79;103.84;E
103.84;103.89;R
103.89;104.08;S
104.08;104.16;E
104.16;104.25;R
104.25;104.38;<p:>
104.38;105.01;?
105.01;105.1;V
105.1;105.13;v
105.13;105.18;m
105.18;105.25;V
105.25;105.38;n
105.38;105.51;i:
105.51;105.59;<p:>
105.59;105.75;<p:>
105.75;105.92;<p:>
105.92;106.1;<p:>
106.1;106.24;<p:>
106.24;106.27;D
106.27;106.33;eI
106.33;106.4;g
106.4;106.45;I
106.45;106.54;v
106.54;106.63;E
106.63;106.7;v
106.7;106.74;R
106.74;106.78;i:
106.78;106.87;b
106.87;106.93;Q
106.93;106.97;4.0
106.97;107.03;i:
107.03;107.08;V
107.08;107.17;<p:>
107.17;107.22;f
107.22;107.31;E
107.31;107.36;R
107.36;107.55;tS
107.55;107.68;{
107.68;107.76;n
107.76;107.865;s
107.865;107.91;i:
107.91;107.94;k
107.94;107.98;eI
107.98;108.01;k
108.01;108.05;eI
108.05;108.08;k
108.08;108.12;eI
108.12;108.15;k
108.15;108.19;eI
108.19;108.22;D
108.22;108.26;eI
108.26;108.3;d
108.3;108.36;@U
108.36;108.47;n
108.47;108.5;t
108.5;109.18;<p:>
109.18;109.29;dZ
109.29;109.37;I
109.37;109.53;s
109.53;109.57;t
109.57;110.565;<p:>
110.565;110.64;m
110.64;110.68;I
110.68;110.72;n
110.72;110.75;V
110.75;110.86;m
110.86;111.01;aI
111.01;111.1;z
111.1;111.17;I
111.17;111.205;t
111.205;111.3;t
111.3;111.41;u:
111.41;111.57;w
111.57;111.6;V
111.6;111.78;n
111.78;111.87;6.0
111.87;111.96;<p:>
111.96;112.08;t
112.08;112.35;u
112.35;112.63;<p:>
112.63;112.8;<p:>
112.8;113.41;<p:>
113.41;113.46;<p:>
113.46;113.52;i:
113.52;113.55;k
113.55;113.59;eI
113.59;113.62;k
113.62;113.66;eI
113.66;113.69;k
113.69;113.73;eI
113.73;113.76;k
113.76;113.8;eI
113.8;114.07;<p:>
114.07;114.21;s
114.21;114.24;V
114.24;114.35;m
114.35;114.41;V
114.41;114.44;v
114.44;114.47;D
114.47;114.5;E
114.5;114.53;m
114.53;114.62;h\
114.62;114.69;{
114.69;114.79;v
114.79;114.93;Q
114.93;115.0;p
115.0;115.14;S
115.14;115.17;V
115.17;115.33;n
115.33;115.48;z
115.48;116.68;<p:>
116.68;116.72;V
116.72;116.96;n
116.96;117.08;s
117.08;117.11;V
117.11;117.2;m
117.2;117.26;V
117.26;117.29;v
117.29;117.32;D
117.32;117.35;E
117.35;117.38;m
117.38;117.43;d
117.43;117.48;@U
117.48;117.61;n
117.61;119.4;<p:>
119.4;126.86;<p:>
126.86;126.96;<p:>
126.96;127.06;j
127.06;127.15;E
127.15;127.23;I
127.23;127.31;t
127.31;127.56;s
127.56;127.93;<p:>
127.93;128.05;dZ
128.05;128.12;I
128.12;128.22;s
128.22;128.25;t
128.25;128.3;l
128.3;128.39;aI
128.39;128.55;k
128.55;128.78;6.0
128.78;129.17;<p:>
129.17;129.25;h
129.25;129.33;{
129.33;129.38;v
129.38;129.42;I
129.42;129.58;N
129.58;129.63;{
129.63;129.69;l
129.69;129.8;k
129.8;129.83;V
129.83;129.86;h
129.86;129.89;Q
129.89;130.05;l
130.05;130.17;3`
130.17;130.22;aU
130.22;130.34;n
130.34;131.19;<p:>
131.19;131.23;m
131.23;131.34;i:
131.34;131.55;n
131.55;131.74;<p:>
131.74;131.82;g
131.82;131.92;I
131.92;131.99;m
131.99;132.02;b
132.02;132.05;V
132.05;132.08;l
132.08;132.11;I
132.11;132.23;N
132.23;132.32;I
132.32;132.4;z
132.4;132.43;V
132.43;132.52;l
132.52;132.62;Q
132.62;132.72;l
132.72;132.84;aI
132.84;132.95;k
132.95;133.01;{
133.01;133.06;l
133.06;133.09;k
133.09;133.12;V
133.12;133.19;h
133.19;133.22;Q
133.22;133.37;l
133.37;133.41;I
133.41;133.465;t
133.465;133.56;k
133.56;133.6;I
133.6;133.68;n
133.68;133.73;b
133.73;133.98;i:
133.98;134.01;V
134.01;134.14;d
134.14;134.26;I
134.26;134.3;k
134.3;134.39;t
134.39;134.42;I
134.42;134.58;N
134.58;134.63;I
134.63;134.69;t
134.69;134.73;k
134.73;134.77;I
134.77;134.83;n
134.83;134.98;s
134.98;135.05;k
135.05;135.14;R
135.14;135.31;u
135.31;135.34;j
135.34;135.39;O:
135.39;135.42;l
135.42;135.56;aI
135.56;135.7;f
135.7;135.86;V
135.86;135.89;p
135.89;136.0;<p:>
136.0;136.03;V
136.03;136.23;n
136.23;136.26;d
136.26;136.34;<p:>
136.34;136.835;<p:>
136.835;136.91;j
136.91;136.96;u:
136.96;136.99;l
136.99;137.18;s
137.18;137.25;p
137.25;137.28;E
137.28;137.39;n
137.39;137.44;j
137.44;137.48;O:
137.48;137.525;R
137.525;137.6;l
137.6;137.74;{
137.74;137.82;s
137.82;137.86;t
137.86;137.91;d
137.91;138.0;Q
138.0;138.13;l
138.13;138.25;3`
138.25;138.28;Q
138.28;138.37;n
138.37;138.4;I
138.4;138.53;I
138.53;138.63;f
138.63;138.69;j
138.69;138.93;6.0
138.93;139.14;<p:>
139.14;139.2;D
139.2;139.38;{
139.38;139.41;t
139.41;139.46;<p:>
139.46;139.54;f
139.54;139.6;Q
139.6;139.8;6.0
139.8;139.85;<p:>
139.85;139.89;g
139.89;140.02;O:
140.02;140.24;n
140.24;141.53;<p:>
141.53;141.61;s
141.61;141.79;@U
141.79;141.87;<p:>
141.87;141.96;p
141.96;141.99;R
141.99;142.02;I
142.02;142.05;t
142.05;142.1;i:
142.1;142.19;m
142.19;142.31;V
142.31;142.45;tS
142.45;142.48;E
142.48;142.54;n
142.54;142.65;i:
142.65;142.74;T
142.74;142.78;I
142.78;142.92;N
142.92;143.01;k
143.01;143.04;I
143.04;143.12;n
143.12;143.16;b
143.16;143.49;i:
143.49;144.32;<p:>
144.32;144.38;<p:>
144.38;144.51;w
144.51;144.54;V
144.54;144.61;n
144.61;144.64;V
144.64;144.69;v
144.69;144.73;D
144.73;145.02;@U
145.02;145.27;z
145.27;145.44;<p:>
145.44;145.48;f
145.48;145.66;{
145.66;145.7;k
145.7;145.83;t
145.83;145.98;3`
145.98;146.16;z
146.16;146.43;<p:>
146.43;147.64;<p:>
147.64;147.85;<p:>
147.85;148.04;<p:>
148.04;148.96;<p:>
148.96;152.725;<p:>
152.725;152.77;w
152.77;152.8;E
152.8;152.93;l
152.93;153.05;m
153.05;153.14;@U
153.14;153.19;s
153.19;153.22;t
153.22;153.3;p
153.3;153.42;i:
153.42;153.47;p
153.47;153.5;V
153.5;153.54;l
153.54;153.69;T
153.69;153.77;I
153.77;153.83;N
153.83;153.9;k
153.9;153.96;I
153.96;154.07;t
154.07;154.34;s
154.34;154.53;<p:>
154.53;154.68;s
154.68;154.75;V
154.75;154.82;m
154.82;154.87;T
154.87;154.91;I
154.91;155.0;N
155.0;155.03;D
155.03;155.14;eI
155.14;155.26;R
155.26;155.31;I
155.31;155.39;l
155.39;155.61;aI
155.61;155.64;Q
155.64;155.85;n
155.85;155.88;l
155.88;155.98;aI
155.98;156.02;k
156.02;156.43;<p:>
156.43;156.51;w
156.51;156.54;E
156.54;156.63;l
156.63;156.73;D
156.73;156.77;V
156.77;156.94;<p:>
156.94;156.99;<p:>
156.99;157.1;m
157.1;157.14;V
157.14;157.2;n
157.2;157.27;i:
157.27;157.3;g
157.3;157.33;E
157.33;157.42;t
157.42;157.49;I
157.49;157.74;N
157.74;158.35;<p:>
158.35;158.52;<p:>
158.52;158.57;f
158.57;158.66;m=
158.66;158.7;D
158.7;158.74;V
158.74;158.85;l
158.85;158.99;Q
158.99;159.04;t
159.04;159.15;3`
159.15;159.29;i:
159.29;159.45;t
159.45;159.49;u:
159.49;159.54;D
159.54;159.57;V
159.57;159.7;p
159.7;159.84;i:
159.84;159.94;p
159.94;159.97;V
159.97;160.16;l
160.16;160.33;6.0
160.33;160.73;<p:>
160.73;160.78;l
160.78;160.89;Q
160.89;160.92;t
160.92;160.97;3`
160.97;161.06;i:
161.06;161.19;t
161.19;161.24;u:
161.24;161.4;s
161.4;161.45;k
161.45;161.53;u:
161.53;161.73;l
161.73;161.84;z
161.84;161.95;<p:>
161.95;162.745;<p:>
162.745;162.78;Q
162.78;162.84;n
162.84;162.87;D
162.87;163.0;{
163.0;163.04;t
163.04;163.16;I
163.16;163.35;S
163.35;163.44;u:
163.44;163.54;D
163.54;163.57;E
163.57;163.85;n
163.85;163.97;<p:>
163.97;164.07;j
164.07;164.22;E
164.22;164.36;aI
164.36;164.745;<p:>
164.745;164.79;aI
164.79;164.83;V
164.83;164.95;g
164.95;165.0;R
165.0;165.1;i:
165.1;165.14;w
165.14;165.2;I
165.2;165.23;D
