start;end;utterance
90.49;91.07;k V s i: n @U z
91.07;91.52;@U p V n
91.52;91.58;j u:
91.58;91.78;g Q t
91.78;92.28;<SIL>
92.28;92.5;O: l
92.5;92.67;D V
92.67;93.39;<SIL>
93.39;93.6;p R I t i:
93.6;93.81;m V tS
93.81;94.23;E v 3` i:
94.23;94.38;<SIL>
94.38;94.76;s t O: R
94.76;94.9;Q n
94.9;94.96;D V
94.96;95.5;k O: R n 3` z
95.5;95.72;g Q t
95.72;95.77;V
95.77;96.155;<SIL>
96.155;96.51;l Q t 3` i:
96.51;97.13;m V S i: n
97.13;97.22;O: R
97.22;97.41;
97.41;97.56;<SIL>
97.56;98.08;t I k V t s
98.08;99.21;<SIL>
99.21;101.38;<IVER>
101.38;101.62;<SIL>
101.62;101.71;aI
101.71;101.77;
101.77;101.97;T I N k
101.97;102.1;I t
102.1;102.3;I z
102.3;102.33;V
102.33;102.52;g U d
102.52;102.86;aI d i: V
102.86;103.18;b I k O: z
103.18;103.26;aI v
103.26;103.49;w V n
103.49;103.62;m aI
103.62;103.89;f E R
103.89;104.25;S E R
104.25;104.38;
104.38;105.13;V v
105.13;105.51;m V n i:
105.51;105.59;
105.59;105.75;<LAUGH-on_the_lottery>
105.75;105.92;
105.92;106.1;<VOCNOISE>
106.1;106.24;<SIL>
106.24;106.33;D eI
106.33;106.54;g I v
106.54;107.03;E v R i: b Q d i:
107.03;107.08;V
107.08;107.17;
107.17;107.36;f E R
107.36;107.865;tS { n s
107.865;108.19;i: k eI k eI k eI k eI
108.19;108.26;D eI
108.26;108.5;d @U n t
108.5;109.18;<SIL>
109.18;109.57;dZ V s t
109.57;110.565;<SIL>
110.565;111.1;m I n V m aI z
111.1;111.205;I t
111.205;111.41;t u:
111.41;111.78;w V n
111.78;111.87;O: R
111.87;111.96;
111.96;112.35;t u:
112.35;112.63;<SIL>
112.63;112.8;<VOCNOISE>
112.8;113.41;<SIL>
113.41;113.46;
113.46;113.8;i: k eI k eI k eI k eI
113.8;114.07;<SIL>
114.07;114.35;s V m
114.35;114.44;V v
114.44;114.53;D E m
114.53;114.79;h { v
114.79;115.48;Q p S V n z
115.48;116.68;<SIL>
116.68;116.96;V n d
116.96;117.2;s V m
117.2;117.29;V v
117.29;117.38;D E m
117.38;117.61;d @U n t
117.61;119.4;<SIL>
119.4;126.86;<IVER>
126.86;126.96;
126.96;127.15;j E
127.15;127.56;I t s
127.56;127.93;<SIL>
127.93;128.25;dZ V s t
128.25;128.55;l aI k
128.55;128.78;@
128.78;129.17;<SIL>
129.17;129.58;h { v I N
129.58;130.05;{ l k V h Q l
130.05;130.34;3` aU n d
130.34;131.19;<SIL>
131.19;131.55;m i: n
131.55;131.74;<SIL>
131.74;132.23;g { m b V l I N
132.23;132.4;I z
132.4;132.43;V
132.43;132.62;l Q t
132.62;132.95;l aI k
132.95;133.37;{ l k V h Q l
133.37;133.465;I t
133.465;133.68;k { n
133.68;133.98;b i:
133.98;134.58;V d I k t I N
134.58;134.69;I t
134.69;134.83;k { n
134.83;135.31;s k R u:
135.31;135.39;j O: R
135.39;135.7;l aI f
135.7;135.89;V p
135.89;136.0;
136.0;136.26;V n d
136.26;136.34;<VOCNOISE>
136.34;136.835;<SIL>
136.835;136.99;j u: l
136.99;137.39;s p E n d
137.39;137.525;j O: R
137.525;137.86;l { s t
137.86;138.25;d Q l 3`
138.25;138.37;Q n
138.37;138.4;I t
138.4;138.63;I f
138.63;138.93;j U R
138.93;139.14;
139.14;139.41;D { t
139.41;139.46;
139.46;139.8;f Q R
139.8;139.85;
139.85;140.24;g O: n
140.24;141.53;<SIL>
141.53;141.79;s @U
141.79;141.87;
141.87;142.1;p R I t i:
142.1;142.45;m V tS
142.45;142.92;E n i: T I N
142.92;143.12;k { n
143.12;143.49;b i:
143.49;144.32;<SIL>
144.32;144.38;
144.38;144.61;w V n
144.61;144.69;V v
144.69;145.27;D @U z
145.27;145.44;
145.44;146.16;f { k t 3` z
146.16;146.43;
146.43;147.64;<LAUGH>
147.64;147.85;<VOCNOISE>
147.85;148.04;
148.04;148.96;<IVER>
148.96;152.725;<SIL>
152.725;152.93;w E l
152.93;153.22;m @U s t
153.22;153.54;p i: p V l
153.54;153.9;T I N k
153.9;154.34;I t s
154.34;154.53;<SIL>
154.53;155.0;s V m T I N
155.0;155.14;D eI
155.14;155.61;R I l aI
155.61;155.85;Q n
155.85;156.02;l aI k
156.02;156.43;<SIL>
156.43;156.63;w E l
156.63;156.77;D V
156.77;156.94;<UNKNOWN>
156.94;156.99;<SIL>
156.99;157.27;m V n i:
157.27;157.74;g E t I N
157.74;158.35;<SIL>
158.35;158.52;
158.52;158.66;f R V m
158.66;158.74;D V
158.74;159.29;l Q t 3` i:
159.29;159.49;t u:
159.49;159.57;D V
159.57;160.16;p i: p V l
160.16;160.33;O: R
160.33;160.73;<SIL>
160.73;161.06;l Q t 3` i:
161.06;161.24;t u:
161.24;161.84;s k u: l z
161.84;161.95;<VOCNOISE>
161.95;162.745;<SIL>
162.745;162.84;Q n
162.84;163.04;D { t
163.04;163.44;I S u:
163.44;163.85;D E n
163.85;163.97;
163.97;164.22;j E
164.22;164.36;aI
164.36;164.745;<SIL>
164.745;164.79;aI
164.79;165.1;V g R i:
165.1;165.23;w I D
165.23;165.505;<SIL>
165.505;165.61;D V
165.61;166.28;g { m b V l I N
166.28;166.37;
166.37;166.66;T I N
166.66;167.43;<SIL>
167.43;167.76;i: k eI k eI k eI k eI
167.76;167.96;<SIL>
167.96;168.2;dZ V s t
168.2;168.32;{ z
168.32;168.47;l O: N
168.47;168.63;{ z
168.63;169.0;I t s
169.0;169.15;<SIL>
169.15;169.92;<VOCNOISE>
169.92;170.09;<SIL>
170.09;170.23;l aI k
170.23;170.39;<SIL>
170.39;170.85;s @U S V l
170.85;171.32;d R I N k I N
171.32;171.64;<SIL>
171.64;172.5;<LAUGH>
172.5;172.53;<VOCNOISE>
172.53;172.62;<SIL>
172.62;172.76;I n
172.76;172.81;V
172.81;173.36;s E n s
173.36;173.41;
173.41;173.77;<SIL>
173.77;173.82;
173.82;174.09;b I k O: z
174.09;174.275;I f
174.275;174.37;j u:
174.37;174.74;h { v
174.74;175.11;p i: p V l
175.11;175.45;dZ V s t
175.45;175.54;<VOCNOISE>
175.54;176.09;<SIL>
176.09;176.24;g @U
176.24;176.48;aU t
176.48;176.74;<SIL>
176.74;176.9;l aI k
176.9;177.29;t V d eI
177.29;177.37;aI
177.37;177.74;<CUTOFF-b=bought>
177.74;178.03;<SIL>
178.03;178.08;aI
178.08;178.32;b Q t
178.32;178.37;V
178.37;178.6;w V n
178.6;178.74;d Q l 3`
178.74;179.25;l Q t 3` i:
179.25;179.59;t I k V t
179.59;179.81;w V n
179.81;180.0;t u:
180.0;180.3;b V k s
180.3;180.49;O: f
180.49;180.61;V v
180.61;180.69;I t
180.69;181.99;<SIL>
181.99;182.12;s @U
182.12;182.2;aI
182.2;182.42;k E p t
182.42;182.53;m aI
182.53;182.79;w V n
182.79;183.19;d Q l 3`
183.19;183.57;V n d
183.57;183.61;@
183.61;183.96;<SIL>
183.96;184.09;g Q t
184.09;184.12;V
184.12;184.31;w V n
184.31;184.58;d Q l 3`
184.58;184.81;{ d V d
184.81;184.95;Q n
184.95;189.66;<SIL>
189.66;189.86;j E
189.86;190.11;D E R z
190.11;191.54;<VOCNOISE>
191.54;191.74;
191.74;195.66;<LAUGH>
195.66;195.71;
195.71;196.77;<SIL>
196.77;196.85;V n d
196.85;197.1;D E n
197.1;197.47;<SIL>
197.47;197.67;D E n
197.67;197.92;D E R z
197.92;198.15;D i: z
198.15;198.34;@ m
198.34;199.895;<NOISE>
199.895;200.05;l I t V l
200.05;200.21;b I t
200.21;200.39;m O: R
200.39;200.87;I k s p E n s I v
200.87;200.94;
200.94;201.485;k Q R d z
201.485;201.58;j u:
201.58;201.9;b aI
201.9;202.02;D V
202.02;202.905;<SIL>
202.905;203.28;l Q t 3` i:
203.28;203.74;k Q R d z
203.74;203.88;<SIL>
203.88;204.02;w V n
204.02;204.08;V v
204.08;204.23;D eI m z
204.23;204.45;k O: l d
204.45;205.06;b { t V l S I p
205.06;205.14;
205.14;205.27;D { t
205.27;205.44;aI v
205.44;205.925;<SIL>
205.925;206.2;w V n
206.2;206.475;<SIL>
206.475;206.57;l Q t
206.57;206.64;V v
206.64;207.01;m V n i:
207.01;207.195;O: f
207.195;207.3;V v
207.3;209.19;<IVER>
209.19;212.275;<SIL>
212.275;212.53;w E l
212.53;212.71;j u:
212.71;213.09;h { f t V
213.09;213.32;<IVER>
213.32;213.53;
213.53;213.84;<SIL>
213.84;213.95;I t s
213.95;214.2;dZ V s t
214.2;214.35;l aI k
214.35;214.71;b I N g @U
214.71;215.25;n V m b 3` z
215.25;215.6;<SIL>
215.6;215.83;<IVER>
215.83;215.88;
215.88;217.07;<VOCNOISE>
217.07;217.23;
217.23;218.49;<SIL>
218.49;218.54;
218.54;220.42;<VOCNOISE>
220.42;221.0;<SIL>
221.0;221.24;V n d
221.24;221.7;j u:
221.7;221.75;@
221.75;222.27;<SIL>
222.27;222.36;I t s
222.36;222.58;dZ V s t
222.58;222.71;l aI k
222.71;222.77;D V
222.77;223.02;g eI m
223.02;223.64;b { t V l S I p
223.64;223.86;p R I t i:
223.86;224.13;m V tS
224.13;224.375;<SIL>
224.375;224.99;i: k eI k eI k eI k eI
224.99;225.125;<SIL>
225.125;225.17;V
225.17;225.48;f O: R
225.48;225.64;V
225.64;226.11;t u:
226.11;226.14;V
226.14;226.44;s E v V n
226.44;226.54;<VOCNOISE>
226.54;227.565;<SIL>
227.565;227.78;V n d
227.78;227.95;@ m
227.95;229.22;<SIL>
229.22;229.43;w E l
229.43;229.57;O: f
229.57;229.62;V
229.62;229.85;T R i:
229.85;230.18;d Q l 3`
230.18;230.46;w V n
230.46;230.63;aI v
230.63;230.86;
230.86;231.28;w V n
231.28;231.75;<SIL>
231.75;232.3;p R Q b V b l i:
232.3;234.34;<VOCNOISE>
234.34;234.45;<SIL>
234.45;234.72;f O: R
234.72;234.8;aU t
234.8;234.89;V v
234.89;234.96;
234.96;235.33;f aI v
235.33;235.945;<SIL>
235.945;236.27;i: k eI k eI k eI k eI
236.27;237.47;<SIL>
237.47;237.6;I n
237.6;237.82;D { t
237.82;238.44;<SIL>
238.44;238.56;
238.56;238.6;aI
238.6;238.86;h { v V n t
238.86;239.06;b Q t
239.06;239.11;
239.11;239.28;D { t
239.28;239.57;m E n i:
239.57;239.63;V v
239.63;239.82;D E m
239.82;240.02;b V t
240.02;240.28;
240.28;240.4;I n
240.4;240.61;D { t
240.61;240.735;<SIL>
240.735;241.12;R eI s
241.12;241.31;<SIL>
241.31;241.51;R aI t
241.51;241.56;
241.56;241.79;D E R
241.79;242.11;f O: R
242.11;242.21;aU t
242.21;242.28;V v
242.28;242.33;
242.33;242.68;f aI v z
242.68;242.88;n Q t
242.88;242.98;t u:
242.98;243.33;b { d
243.33;244.34;<SIL>
244.34;245.03;
245.03;245.18;g Q t
245.18;245.34;m aI
245.34;245.74;m Q m
245.74;245.97;w V n
245.97;246.15;Q n
246.15;246.26;h 3`
246.26;246.7;b 3` T d eI
246.7;246.87;S i:
246.87;247.04;g Q t
247.04;247.09;
247.09;247.51;f I f t i: n
247.51;247.87;d Q l 3` z
247.87;250.69;<SIL>
250.69;251.23;V n d
251.23;251.55;<SIL>
251.55;251.62;
251.62;251.69;D V
251.69;251.83;V D 3`
251.83;252.19;t aI m z
252.19;252.26;aI
252.26;252.48;g E t
252.48;252.66;D E m
252.66;252.74;aI
252.74;253.11;i: D 3`
253.11;253.56;w I n
253.56;254.22;<SIL>
254.22;254.33;m aI
254.33;254.55;T R i:
254.55;254.87;d Q l 3` z
254.87;255.22;b { k
255.22;255.94;<SIL>
255.94;256.34;O: R
256.34;256.49;
256.49;256.69;<SIL>
256.69;256.74;aI
256.74;256.98;w V n
256.98;257.25;n aI n
257.25;257.58;d Q l 3` z
257.58;265.09;<SIL>
265.09;265.6;h m
265.6;266.92;<IVER>
266.92;267.655;<SIL>
267.655;268.04;j E
268.04;268.45;<SIL>
268.45;269.55;<IVER>
269.55;272.32;<LAUGH>
272.32;272.63;
272.63;273.07;<IVER>
273.07;273.41;j E
273.41;274.42;<SIL>
274.42;274.58;D { t
274.58;274.72;k U d
274.72;274.98;R I l i:
274.98;275.25;b aI t
275.25;275.37;j u:
275.37;275.48;I n
275.48;275.54;D V
275.54;275.82;b { k
275.82;275.92;
275.92;276.07;D @U
276.07;277.015;<SIL>
277.015;277.28;w I n I N
277.28;277.42;O: l
277.42;277.53;D { t
277.53;277.88;m V n i:
277.88;278.425;<SIL>
278.425;278.58;aI d
278.58;278.71;b i:
278.71;279.79;<SIL>
279.79;279.89;w E l
279.89;280.03;aI d
280.03;280.18;b i:
280.18;280.38;<SIL>
280.38;280.69;k w aI t
280.69;281.16;k Q n t E n t
281.16;281.33;w I D
281.33;281.45;
281.45;281.65;w V n
281.65;281.99;m I l j V n
281.99;282.29;d Q l 3` z
282.29;282.47;b V t
282.47;282.83;<SIL>
282.83;283.09;t E n
283.09;283.39;m I l j V n
283.39;283.82;d Q l 3` z
283.82;284.01;I z
284.01;284.3;k aI n d
284.3;284.42;V v
284.42;284.62;l aI k
284.62;285.02;@U v 3`
285.02;285.38;k I l
285.38;285.64;
285.64;285.88;<SIL>
285.88;286.16;
286.16;286.34;<LAUGH>
286.34;286.65;
286.65;286.695;aI
286.695;286.91;m i: n
286.91;287.0;d u:
287.0;287.1;j u:
287.1;287.42;T I N k
287.42;287.9;E n i: b V d i:
287.9;287.98;I n
287.98;288.14;D I s
288.14;288.47;t aU n
288.47;288.72;h { z
288.72;288.94;t E n
288.94;289.34;m I l j V n
289.34;289.72;d Q l 3` z
289.72;289.82;<VOCNOISE>
289.82;290.26;<SIL>
290.26;290.32;
290.32;290.56;w E l
290.56;290.8;<SIL>
290.8;290.97;<SIL>
290.97;291.21;m eI b i:
291.21;291.24;V
291.24;291.6;k V p V l
291.6;291.65;<SIL>
291.65;292.51;p i: p V l
292.51;293.61;<LAUGH-couple_of_people_yes>
293.61;293.72;
293.72;294.33;<VOCNOISE>
294.33;294.5;
294.5;294.775;<IVER>
294.775;296.72;<SIL>
296.72;296.97;j E
296.97;297.47;<SIL>
297.47;297.73;p R Q b V b l i:
297.73;297.93;h { f t V
297.93;298.08;g @U
298.08;298.16;t u:
298.16;298.72;d V b l I n
298.72;298.9;O: R
298.9;299.57;<SIL>
299.57;299.89;i: k eI k eI k eI k eI
299.89;300.1;<SIL>
300.1;300.73;w 3` D I N t V n
300.73;301.15;s V m w E R
301.15;301.39;3` aU n d
301.39;301.48;D E R
301.48;301.55;t u:
301.55;301.61;
301.61;302.06;f aI n d
302.06;302.46;<SIL>
302.46;302.72;k V p V l
302.72;303.37;m I l j V n E R z
303.37;307.39;<SIL>
307.39;307.61;b V t
307.61;307.78;@
307.78;308.62;<SIL>
308.62;309.32;<IVER>
309.32;310.6;<SIL>
310.6;310.71;
310.71;311.24;m
311.24;311.46;<SIL>
311.46;311.54;<VOCNOISE>
311.54;311.76;j E
311.76;312.16;<SIL>
312.16;312.34;g I v
312.34;312.7;s V m
312.7;312.77;
312.77;313.32;tS E R I t i:
313.32;313.6;V n d
313.6;313.91;<SIL>
313.91;314.11;k i: p
314.11;314.3;k E R
314.3;314.36;V v
314.36;314.48;j O: R
314.48;315.0;b I l z
315.0;315.2;V n d
315.2;315.96;<SIL>
315.96;316.01;
316.01;316.29;p R Q b V b l i:
316.29;316.36;g @U
316.36;316.44;Q n
316.44;316.55;D { t
316.55;317.08;v eI k eI S V n
317.08;317.16;j u:
317.16;317.34;b I n
317.34;317.66;d aI I N
317.66;318.03;f O: R
318.03;318.25;
318.25;318.685;<SIL>
318.685;318.84;l aI k
318.84;318.97;j U R
318.97;319.29;m eI k I N
319.29;319.49;m aI
319.49;320.17;b R eI n
320.17;320.53;w O: t 3`
320.53;320.85;h i: R
320.85;321.19;@U v 3`
321.19;321.29;<SIL>
321.29;322.0;O: s t R eI l j V
322.0;322.415;<SIL>
322.415;325.05;<LAUGH>
325.05;326.53;<IVER>
326.53;326.84;w E l
326.84;327.11;j E
327.11;327.53;<SIL>
327.53;328.13;<VOCNOISE>
328.13;328.22;<SIL>
328.22;328.33;I t s
328.33;328.5;k aI n d
328.5;328.56;V v
328.56;328.75;l aI k
328.75;329.01;m eI k I N
329.01;329.08;j O: R
329.08;329.38;m aU T
329.38;329.43;
329.43;329.64;w O: t 3`
329.64;329.81;w E n
329.81;329.89;j u:
329.89;330.16;s i:
330.16;330.24;
330.24;330.62;f u: d
330.62;330.77;<SIL>
330.77;332.57;<SIL>
332.57;334.7;<LAUGH>
334.7;334.93;<IVER>
334.93;336.92;<SIL>
336.92;337.03;V n d
337.03;337.165;D I s
337.165;337.31;I z
337.31;337.47;m aI
337.47;338.05;k V n s E n t
338.05;338.16;<SIL>
338.16;338.29;t u:
338.29;338.54;l E t
338.54;338.61;j u:
338.61;339.04;j u: s
339.04;339.18;
339.18;340.18;D { t
340.18;340.37;
340.37;340.86;<SIL>
340.86;341.37;
341.37;342.51;<LAUGH>
342.51;343.325;<SIL>
343.325;343.71;j E
343.71;343.81;
343.81;345.67;<VOCNOISE>
345.67;346.52;<IVER>
346.52;347.12;
347.12;347.49;<SIL>
347.49;347.99;
347.99;349.17;<IVER>
349.17;349.58;
349.58;352.36;<SIL>
352.36;352.59;@ m h V m
352.59;352.88;<SIL>
352.88;354.53;<IVER>
354.53;356.26;<SIL>
356.26;356.42;
356.42;358.14;<IVER>
358.14;360.07;<SIL>
360.07;360.32;aI
360.32;360.62;w E n t
360.62;360.85;t u:
360.85;361.19;<VOCNOISE>
361.19;361.305;<SIL>
361.305;361.35;V
361.35;361.62;l Q t
361.62;361.69;V v
361.69;361.92;D E m
361.92;362.805;<SIL>
362.805;362.85;aI
362.85;363.03;w E n t
363.03;363.34;<SIL>
363.34;363.58;m I d V l
363.58;363.93;s k u: l
363.93;363.98;aI
363.98;364.22;w E n t
364.22;364.47;t u:
364.47;365.98;<SIL>
365.98;366.09;
366.09;366.75;k l I n t V n
366.75;366.81;<SIL>
366.81;367.06;V n d
367.06;367.77;I n d i: V n @U l V
367.77;368.0;<SIL>
368.0;368.16;h aI
368.16;368.48;s k u: l
368.48;368.52;aI
368.52;368.75;w E n t
368.75;368.85;t u:
368.85;369.48;b R U k h eI v V n
369.48;369.81;<SIL>
369.81;369.95;V n d
369.95;370.01;
370.01;370.24;f O: R t
370.24;370.7;h eI z
370.7;371.97;<SIL>
371.97;372.38;V n d
372.38;373.94;<SIL>
373.94;374.26;w E l
374.26;374.48;D E R
374.48;374.83;<UNKNOWN>
374.83;375.29;<IVER>
375.29;375.55;<SIL>
375.55;375.81;j E
375.81;376.22;w V n z
376.22;376.28;V
376.28;376.31;<SIL>
376.31;376.87;O: l t 3` n V t I v
376.87;377.31;s k u: l
377.31;377.52;V n d
377.52;377.58;D V
377.58;377.71;V D 3`
377.71;377.95;w V n z
377.95;378.34;dZ V s t
378.34;378.37;V
378.37;378.685;<SIL>
378.685;379.03;R E g j V l 3`
379.03;379.47;t R { S i:
379.47;379.84;p V b l I k
379.84;380.15;s k u: l
380.15;381.3;<LAUGH>
381.3;381.44;
381.44;383.49;<IVER>
383.49;386.57;<SIL>
386.57;387.0;w E l
387.0;387.365;<SIL>
387.365;387.58;D I s
387.58;387.8;I z
387.8;388.25;V b aU t
388.25;388.54;g I v I N
388.54;389.17;V p I n j V n z
389.17;389.46;V n d
389.46;389.555;<SIL>
389.555;389.66;m aI
389.66;390.115;V p I n j V n
390.115;390.33;V b aU t
390.33;390.39;D V
390.39;390.68;k V l V m b V s
390.68;390.99;p V b l I k
390.99;391.3;s k u: l
391.3;391.83;s I s t V m
