28.74, 28.95, 'w i: R'
28.95, 29.37, 's p l I t I N'
29.37, 29.43, 'D V'
29.43, 29.8, 'k I d z'
29.8, 29.99, 'V p'
29.99, 30.13, 'V n d'
30.13, 30.47, 'p V t I N'
30.47, 30.65, 'D E m'
30.65, 30.79, 'I n'
30.79, 31.04, 'V D 3`'
31.04, 31.765, 'k l { s R u: m z'
31.765, 31.96, 'w E l'
31.96, 32.44, '<VOCNOISE>'
32.44, 32.63, '<SIL>'
32.63, 32.75, 'aI'
32.75, 33.0, 'd @U n t'
33.0, 33.07, 'n @U'
33.07, 33.14, 'I f'
33.14, 33.2, ''
33.2, 33.26, 'D V'
33.26, 33.775, 'p E R V n t s'
33.775, 34.19, 'm eI d'
34.19, 35.1, 'E n i: T I N'
35.1, 35.43, 'V b aU t'
35.43, 35.56, 'I t'
35.56, 35.66, 'b V t'
35.66, 35.78, 'aI'
35.78, 36.18, 'g E s'
36.18, 36.35, '<SIL>'
36.35, 36.9, 'f aI n V l i:'
36.9, 37.42, '<VOCNOISE>'
37.42, 37.75, 'i: k eI k eI k eI k eI'
37.75, 37.91, 'w E n'
37.91, 38.15, 'j u:'
38.15, 38.45, 'h { v'
38.45, 38.53, ''
38.53, 38.83, 'f I f t i:'
38.83, 39.25, 'p 3` s E n t'
39.25, 39.355, 'V v'
39.355, 39.47, 'j O: R'
39.47, 39.52, ''
39.52, 40.165, 'k l { s R u: m z'
40.165, 40.86, 'V n k V v 3` d'
40.86, 41.19, '<VOCNOISE>'
41.19, 41.46, ''
41.46, 41.6, '<SIL>'
41.6, 41.65, ''
41.65, 41.85, '@'
41.85, 42.1, 'D eI'
42.1, 42.46, '<SIL>'
42.46, 42.68, 'k eI m'
42.68, 42.87, 't u:'
42.87, 43.07, 'I t'
43.07, 43.16, 'V n d'
43.16, 43.27, 'I t'
43.27, 43.54, 'g Q t'
43.54, 43.71, 's @U'
43.71, 43.98, 'j u: z d'
43.98, 44.09, 't u:'
44.09, 44.27, 'b i:'
44.27, 44.79, 'n @U b Q d i:'
44.79, 45.6, 'V p R i: S i: eI t I d'
45.6, 45.71, ''
45.71, 45.75, 'V'
45.75, 46.27, 's V b s t V t u: t'
46.27, 46.86, 'n @U b Q d i:'
46.86, 47.15, '<VOCNOISE>'
47.15, 47.22, 'D V'
47.22, 47.66, 'k I d z'
47.66, 47.74, 'D V'
47.74, 48.32, 'p R I n s V p V l'
48.32, 48.45, 'O: R'
48.45, 48.54, 'D V'
48.54, 48.8, 'V D 3`'
48.8, 49.29, 't i: tS 3` z'
49.29, 49.49, 'b V t'
49.49, 49.74, 'n aU'
49.74, 49.895, 'I t s'
49.895, 50.07, 'l aI k'
50.07, 50.13, ''
50.13, 50.16, '<VOCNOISE>'
50.16, 50.32, ''
50.32, 50.43, '@U'
50.43, 50.71, 'T { N k'
50.71, 50.82, 'j u:'
50.82, 50.87, ''
50.87, 51.02, 'f O: R'
51.02, 51.42, 'k V m I N'
51.42, 51.53, '@U'
51.53, 51.84, 'T { N k'
51.84, 51.98, 'j u:'
51.98, 52.16, 'f O: R'
52.16, 52.52, 'k V m I N'
52.52, 52.84, ''
52.84, 52.96, '<VOCNOISE>'
52.96, 53.07, 's @U'
53.07, 53.17, 'aI'
53.17, 53.38, 's E d'
53.38, 53.7, 'm eI b i:'
53.7, 53.92, 'D { t'
53.92, 54.23, 'w 3` k t'
54.23, 54.26, 'V'
54.26, 54.51, 'l I t V l'
54.51, 54.77, 'b I t'
54.77, 54.84, ''
54.84, 55.0, 'b V t'
55.0, 55.31, 'n aU'
55.31, 55.38, ''
55.38, 55.6, 'dZ V s t'
55.6, 55.66, ''
55.66, 55.8, 'I n'
55.8, 55.86, 'D V'
55.86, 56.21, 'l { s t'
56.21, 56.28, ''
56.28, 56.45, 't u:'
56.45, 56.85, 'w i: k s'
56.85, 57.18, '<VOCNOISE>'
57.18, 57.26, ''
57.26, 57.385, '<SIL>'
57.385, 57.52, 'aI'
57.52, 57.58, ''
57.58, 57.89, 'T I N k'
57.89, 57.97, 'V'
57.97, 58.13, 'l Q t'
58.13, 58.21, 'V v'
58.21, 58.36, 'D V'
58.36, 58.89, 'R I t aI R d'
58.89, 58.96, ''
58.96, 59.37, 't i: tS 3` z'
59.37, 59.53, 'h u:'
59.53, 59.79, 'w 3` V n t'
59.79, 60.25, 'm E s I N'
60.25, 60.61, '3` aU n d'
60.61, 60.82, 'w I D'
60.82, 60.91, ''
60.91, 61.01, 'I t'
61.01, 61.16, 'h { v'
61.16, 61.22, ''
61.22, 61.46, 'k V m'
61.46, 61.68, 'b { k'
61.68, 61.83, ''
61.83, 62.05, 'I n'
62.05, 62.87, '<SIL>'
62.87, 63.23, ''
63.23, 64.445, '<VOCNOISE>'
64.445, 64.86, '<SIL>'
64.86, 64.9, 's @U'
64.9, 64.94, 'aI'
64.94, 65.04, 'd @U n t'
65.04, 65.12, ''
65.12, 65.19, 'n @U'
65.19, 65.44, 'I g z { k t l i:'
65.44, 65.52, ''
65.52, 65.59, 'w V t'
65.59, 65.62, 't u:'
65.62, 66.22, '<SIL>'
66.22, 67.82, '<VOCNOISE>'
67.82, 67.88, 'j E'
67.88, 69.03, '<LAUGH>'
69.03, 69.62, ''
69.62, 72.62, '<IVER>'
72.62, 72.89, ''
72.89, 73.27, 'w E l'
73.27, 73.37, '<SIL>'
73.37, 73.56, '@'
73.56, 73.665, '<SIL>'
73.665, 73.85, 'w E n'
73.85, 73.94, 'aI'
73.94, 73.99, ''
73.99, 74.34, 'k eI m'
74.34, 74.59, '<VOCNOISE>'
74.59, 74.665, '<SIL>'
74.665, 74.89, '@'
74.89, 74.99, ''
74.99, 75.19, 'b { k'
75.19, 75.3, ''
75.3, 75.5, 'f R V m'
75.5, 76.07, 'O: R V g V n'
76.07, 76.27, '<VOCNOISE>'
76.27, 76.32, ''
76.32, 76.425, '<SIL>'
76.425, 76.6, 'm aI'
76.6, 76.65, ''
76.65, 76.98, 'f Q D 3`'
76.98, 77.26, 'w Q z'
77.26, 77.32, ''
77.32, 77.62, 'v E R i:'
77.62, 78.06, 'aI l'
78.06, 78.22, '<VOCNOISE>'
78.22, 78.46, '<SIL>'
78.46, 78.69, 'V n d'
78.69, 78.9, 's @U'
78.9, 79.02, 'aI'
79.02, 79.33, 'd I d V n t'
79.33, 79.52, 'w Q n t'
79.52, 79.6, ''
79.6, 79.78, 'f U l'
79.78, 80.13, 't aI m'
80.13, 80.4, 'w 3` k'
80.4, 80.5, 'V n d'
80.5, 80.62, 'aI'
80.62, 80.67, ''
80.67, 81.05, 's t Q R t V d'
81.05, 81.12, ''
81.12, 81.87, 's V b s t I t u: t I N'
81.87, 82.06, 'aU t'
82.06, 82.33, 'I n'
82.33, 82.61, '@'
82.61, 83.22, 'l I k I N'
83.22, 83.28, ''
83.28, 83.86, 'k aU n t i:'
83.86, 84.31, '<VOCNOISE>'
84.31, 84.53, ''
84.53, 84.65, '<SIL>'
84.65, 85.05, '@ m'
85.05, 85.17, '<SIL>'
85.17, 85.245, '<CUTOFF-ih=?>'
85.245, 85.67, 'w I tS'
85.67, 85.84, '<SIL>'
85.84, 86.11, 'p eI d'
86.11, 86.25, '<CUTOFF-t=terribly>'
86.25, 86.37, '<CUTOFF-ch=?>'
86.37, 86.84, '<CUTOFF-t=terribly>'
86.84, 86.99, ''
86.99, 87.71, 't E R V b l i:'
87.71, 88.08, 'l @U'
88.08, 88.34, "<CUTOFF-the=there's>"
88.34, 88.39, ''
88.39, 88.48, '<VOCNOISE>'
88.48, 88.59, "<CUTOFF-the=there's>"
88.59, 89.12, 'D E R z'
89.12, 89.26, 'O: l'
89.26, 89.53, 'D i: z'
89.53, 89.77, 'l I t V l'
89.77, 90.39, 'd I s t R I k t s'
90.39, 90.48, ''
90.48, 90.6, 'D { t'
90.6, 90.88, 'h { z'
90.88, 90.96, ''
90.96, 91.13, '<SIL>'
91.13, 91.26, 'V'
91.26, 92.18, 's u: p 3` V n t E n d V n t'
92.18, 92.46, '<VOCNOISE>'
92.46, 92.53, ''
92.53, 92.63, '<SIL>'
92.63, 92.84, 'w E l'
92.84, 93.0, 'n @U'
93.0, 93.11, 'D eI'
93.11, 93.27, 'h { v'
93.27, 93.37, ''
93.37, 93.5, 't u:'
93.5, 94.16, 'E l V m E n t E R i: z'
94.16, 94.3, 'w V n'
94.3, 94.54, 'm I d V l'
94.54, 94.77, 's k u: l'
94.77, 94.87, 'V n d'
94.87, 95.03, 'w V n'
95.03, 95.23, 'h aI'
95.23, 95.47, 's k u: l'
95.47, 95.56, 'V n d'
95.56, 95.62, 'V'
95.62, 96.4, 's u: p 3` V n t E n d V n t'
96.4, 96.68, 'w I tS'
96.68, 96.84, 'D eI'
96.84, 97.05, 'd @U n t'
97.05, 97.48, 'n i: d'
97.48, 97.89, 'i: k eI k eI k eI k eI'
97.89, 98.07, ''
98.07, 98.21, '<VOCNOISE>'
98.21, 98.31, 's @U'
98.31, 98.58, 'D eI d'
98.58, 98.685, '<VOCNOISE>'
98.685, 99.06, 'h aI 3`'
99.06, 99.37, '<VOCNOISE>'
99.37, 99.73, 's t R eI t'
99.73, 99.9, 'aU t'
99.9, 99.97, 'V v'
99.97, 100.05, ''
100.05, 100.49, 'k Q l I dZ'
100.49, 100.79, 'O: l w eI z'
100.79, 101.08, '<VOCNOISE>'
101.08, 101.24, ''
101.24, 101.46, 'V n d'
101.46, 101.725, 'D E R'
101.725, 101.97, 'D E R'
101.97, 102.08, 'I z'
102.08, 102.16, ''
102.16, 102.24, 'V'
102.24, 102.52, 'l O:'
102.52, 102.78, 'D { t'
102.78, 102.95, '<CUTOFF-y=you>'
102.95, 103.015, '<SIL>'
103.015, 103.16, '@'
103.16, 103.34, 'j u:'
103.34, 103.55, 'h { v'
103.55, 103.63, ''
103.63, 103.69, 't u:'
103.69, 104.15, 'p eI'
104.15, 104.46, '<VOCNOISE>'
104.46, 104.59, '<SIL>'
104.59, 104.73, 'f O: R'
104.73, 105.02, 'j O: R'
105.02, 105.85, 'V k j u: m j V l eI t I d'
105.85, 106.25, 't aI m'
106.25, 106.83, '<VOCNOISE>'
106.83, 106.96, 's @U'
106.96, 107.1, 'aI'
107.1, 107.19, ''
107.19, 107.37, 'k U d V n t'
107.37, 107.61, 'g E t'
107.61, 107.64, 'V'
107.64, 108.06, 'dZ Q b'
108.06, 108.21, 'aU t'
108.21, 108.31, ''
108.31, 108.49, 'D E R'
108.49, 108.875, 'b I k O: z'
108.875, 108.93, 'aI'
108.93, 109.22, 'h { d'
109.22, 109.59, 'V b aU t'
109.59, 109.895, 's I k s'
109.895, 110.18, 'j I R z'
110.18, 110.76, 'I k s p I R i: V n s'
110.76, 110.81, ''
110.81, 110.95, 'D eI'
110.95, 111.155, 'h { d'
111.155, 111.2, 't u:'
111.2, 111.26, ''
111.26, 111.42, 'p eI'
111.42, 111.54, 'm i:'
111.54, 111.68, '<SIL>'
111.68, 111.73, 'f O: R'
111.73, 112.15, '<VOCNOISE>'
112.15, 112.46, '<SIL>'
112.46, 112.55, 's @U'
112.55, 112.62, 'aI'
112.62, 112.97, 'k eI m'
112.97, 113.1, '<CUTOFF-i=in>'
113.1, 113.4, 'b { k'
113.4, 113.53, 'I n'
113.53, 113.6, 't u:'
113.6, 113.69, ''
113.69, 114.15, 'k V l V m b V s'
114.15, 114.23, ''
114.23, 114.34, 'V n d'
114.34, 114.525, 'I t s'
114.525, 114.57, 'V'
114.57, 114.83, 'l Q t'
114.83, 115.17, 'h Q R d 3`'
115.17, 115.3, 't u:'
115.3, 115.65, 'w 3` k'
115.65, 115.79, 'I n'
115.79, 116.24, 'k V l V m b V s'
116.24, 116.32, ''
116.32, 116.7, 'p V b l I k'
116.7, 116.79, ''
116.79, 116.96, 'b V t'
116.96, 117.89, '<VOCNOISE>'
117.89, 118.18, 'b V t'
118.18, 118.34, ''
118.34, 118.51, '@ m'
118.51, 118.61, ''
118.61, 118.77, '<VOCNOISE>'
118.77, 118.82, ''
118.82, 118.99, 'aI'
118.99, 119.13, ''
119.13, 119.23, 'aI'
119.23, 119.53, 'n @U'
119.53, 119.66, 'D V'
119.66, 120.45, 't E R I t O: R i:'
120.45, 121.02, 'aI'
121.02, 121.45, 'n @U'
121.45, 121.58, ''
121.58, 121.68, 'w E R'
121.68, 121.77, ''
121.77, 122.07, 'aI m'
122.07, 122.46, '<LAUGH-going>'
122.46, 122.75, ''
122.75, 123.16, '<LAUGH>'
123.16, 123.6, '<IVER>'
123.6, 123.76, 'D V'
123.76, 124.67, 'p Q p j V l eI S V n'
124.67, 124.72, '<SIL>'
124.72, 124.79, '<CUTOFF-n=?>'
124.79, 125.07, 'I z'
125.07, 125.4, 'm V tS'
125.4, 125.48, ''
125.48, 125.88, 'd I f 3` V n t'
125.88, 125.96, ''
125.96, 126.03, 'j E s'
126.03, 128.665, '<IVER>'
128.665, 129.09, 'w E l'
129.09, 129.12, '<CUTOFF-th=the>'
129.12, 129.26, 'j u:'
129.26, 129.62, 'h { v'
129.62, 129.75, ''
129.75, 129.93, '@'
129.93, 130.12, 'j u:'
130.12, 130.35, 'h { v'
130.35, 130.44, '{ n'
130.44, 130.5, ''
130.5, 130.87, '3` b V n'
130.87, 131.26, 'E R i: V'
131.26, 131.48, 'w I D'
131.48, 131.54, ''
131.54, 131.63, 'V'
131.63, 131.84, 'l Q t'
131.84, 131.94, 'V v'
131.94, 132.03, ''
132.03, 132.31, 'p u: R'
132.31, 132.9, 'tS I l d R V n'
132.9, 133.07, '<VOCNOISE>'
133.07, 133.12, ''
133.12, 133.15, '<SIL>'
133.15, 133.35, ''
133.35, 133.38, '@'
133.38, 133.485, '<SIL>'
133.485, 133.81, 'V'
133.81, 133.93, ''
133.93, 134.2, 'l Q t'
134.2, 134.33, 'V v'
134.33, 134.45, ''
134.45, 134.69, 's I N g V l'
134.69, 134.77, ''
134.77, 135.12, 'p E R V n t'
135.12, 135.675, 'f { m V l i: z'
135.675, 135.87, 'V n d'
135.87, 136.1, 'dZ V s t'
136.1, 136.18, ''
136.18, 136.36, 'D V'
136.36, 137.19, 'p Q p j V l eI S V n'
137.19, 137.35, 'I z'
137.35, 137.88, 'tS eI n dZ I N'
137.88, 138.45, 'p I R i: V d'
138.45, 138.82, '<VOCNOISE>'
138.82, 138.98, '<SIL>'
138.98, 139.31, 'f R V m'
139.31, 139.475, 'D V'
139.475, 139.62, '@'
139.62, 139.72, ''
139.72, 139.81, 'D V'
139.81, 140.07, 't u:'
140.07, 140.15, ''
140.15, 140.62, 'p E R V n t'
140.62, 141.2, 'f { m V l i:'
141.2, 141.8, 'v E R i:'
141.8, 142.16, '<VOCNOISE>'
142.16, 142.22, 'D V'
142.22, 142.53, 'm V D 3`'
142.53, 142.8, 'n Q t'
142.8, 143.24, 'w 3` k I N'
143.24, 143.32, ''
143.32, 143.82, 'I n t u:'
143.82, 144.275, '<SIL>'
144.275, 144.55, 'w V n'
144.55, 144.98, 'p E R V n t'
144.98, 145.1, 'w I D'
145.1, 145.28, ''
145.28, 145.35, 'D V'
145.35, 145.72, 'm V D 3`'
145.72, 146.25, 'w 3` k I N'
146.25, 146.29, 'I t'
146.29, 146.54, 'm eI k s'
146.54, 146.63, ''
146.63, 146.66, 'V'
146.66, 146.87, 'b I g'
146.87, 147.435, 'd I f 3` V n s'
147.435, 147.56, 'I n'
147.56, 147.66, ''
147.66, 147.82, 'h aU'
147.82, 147.92, 'D V'
147.92, 148.42, '<VOCNOISE>'
148.42, 148.53, '<SIL>'
148.53, 148.86, 'tS aI l d'
148.86, 149.14, 'd @U z'
149.14, 149.2, ''
149.2, 149.31, '{ t'
149.31, 149.39, ''
149.39, 149.71, 's k u: l'
149.71, 156.66, '<IVER>'
156.66, 156.84, 'j E s'
156.84, 156.95, ''
156.95, 157.11, 'I t s'
157.11, 157.18, ''
157.18, 157.62, 'd E f V n V t l i:'
157.62, 157.96, 'h { v I N'
157.96, 158.02, '{ n'
158.02, 158.31, 'I f E k t'
158.31, 158.46, ''
158.46, 159.2, 'Q n'
159.2, 159.23, '@'
159.23, 159.31, ''
159.31, 159.89, 'tS I l d R V n'
159.89, 159.96, ''
159.96, 160.42, 'V n d'
160.42, 160.67, '@'
160.67, 160.87, '<VOCNOISE>'
160.87, 160.94, '<SIL>'
160.94, 161.3, '<VOCNOISE>'
161.3, 161.44, ''
161.44, 161.54, '<SIL>'
161.54, 161.81, '@'
161.81, 161.96, 'D V'
161.96, 162.04, ''
162.04, 162.375, 's k u: l z'
162.375, 162.48, 'Q R'
162.48, 162.88, 't R aI I N'
162.88, 162.97, 't u:'
162.97, 163.08, ''
163.08, 163.43, 'k { tS'
163.43, 163.67, 'V p'
163.67, 163.73, 'O: R'
163.73, 164.08, 'm eI k'
164.08, 164.24, 'V p'
164.24, 164.47, 'f O: R'
164.47, 164.565, 'I t'
164.565, 164.73, 'b V t'
164.73, 164.79, ''
164.79, 164.93, 'D eI'
164.93, 165.13, 'Q R V n t'
165.13, 165.54, 'd u: I N'
165.54, 165.69, 'I t'
165.69, 166.08, 'j E t'
166.08, 166.21, '<SIL>'
166.21, 166.55, 'w E D 3`'
166.55, 166.76, 'D eI'
166.76, 166.97, 'w I l'
166.97, 167.19, 'b i:'
167.19, 167.41, 'eI b V l'
167.41, 167.49, 't u:'
167.49, 167.81, 'p I k'
167.81, 167.9, 'V p'
167.9, 168.0, ''
168.0, 168.37, 'I n V f'
168.37, 168.55, '<SIL>'
168.55, 169.16, '<VOCNOISE>'
169.16, 169.25, ''
169.25, 169.35, '<SIL>'
169.35, 169.4, ''
169.4, 169.7, '@'
169.7, 170.37, '<VOCNOISE>'
170.37, 170.47, '<SIL>'
170.47, 170.93, 'b aI'
170.93, 171.1, ''
171.1, 171.6, 'tS eI n dZ I N'
171.6, 171.66, 'D V'
171.66, 171.88, 'w eI'
171.88, 172.03, 'D eI'
172.03, 172.14, ''
172.14, 172.42, 't i: tS'
172.42, 172.55, 'V n d'
172.55, 172.82, 's @U'
172.82, 173.0, 'Q n'
173.0, 173.13, 'I n'
173.13, 173.19, 'D V'
173.19, 173.59, 'n E k s t'
173.59, 173.81, 't w E n t i:'
173.81, 174.11, 'j I R z'
174.11, 174.25, ''
174.25, 174.38, 'aI'
174.38, 174.65, 'd @U n t'
174.65, 175.0, 'n @U'
175.0, 175.19, ''
175.19, 175.36, 'b V t'
175.36, 175.65, '<VOCNOISE>'
175.65, 175.73, ''
175.73, 175.92, '<SIL>'
175.92, 176.11, '@'
176.11, 176.16, ''
176.16, 176.31, 'aI m'
176.31, 176.61, 'g l { d'
176.61, 176.8, 'm aI'
176.8, 176.85, ''
176.85, 177.47, 'tS I l d R V n'
177.47, 177.82, ''
177.82, 178.44, 'w E n t'
178.44, 178.82, ''
178.82, 179.09, 't u:'
179.09, 179.16, ''
179.16, 179.29, 's k u: l'
179.29, 179.72, 'w E n'
179.72, 180.01, 'D eI'
180.01, 180.27, 'd I d'
180.27, 180.33, '<LAUGH>'
180.33, 180.39, '<LAUGH-and_I>'
180.39, 180.62, 's t eI d'
180.62, 180.89, 'h @U m'
180.89, 181.15, 'w I D'
181.15, 181.76, ''
181.76, 182.14, 'D E m'
182.14, 182.99, '<IVER>'
182.99, 184.09, '<LAUGH>'
184.09, 184.34, '<IVER>'
184.34, 185.47, '<LAUGH>'
185.47, 185.57, ''
185.57, 185.715, '<LAUGH>'
185.715, 185.87, 'j u:'
185.87, 186.15, 'S U d'
186.15, 186.5, 'b i:'
186.5, 186.89, '<VOCNOISE>'
186.89, 187.045, '<SIL>'
187.045, 187.25, 'R i: l'
187.25, 187.82, 'V t E n t I v'
187.82, 187.89, ''
187.89, 188.05, 't u:'
188.05, 188.395, 'w V t s'
188.395, 188.85, 'h { p V n I N'
188.85, 188.98, 'I n'
188.98, 189.21, 'h I z'
189.21, 189.56, 's k u: l'
189.56, 189.66, ''
189.66, 190.42, 's I tS u: eI S V n'
190.42, 191.86, '<SIL>'
191.86, 192.36, 'h I z'
192.36, 192.69, 'O: R'
192.69, 192.96, ''
192.96, 193.04, 'h 3`'
193.04, 193.16, '<IVER>'
193.16, 193.21, ''
193.21, 193.25, '<LAUGH>'
193.25, 193.38, ''
193.38, 193.485, '<VOCNOISE>'
193.485, 193.82, 'j E'
193.82, 193.92, '<CUTOFF-w=well>'
193.92, 193.99, 'j u:'
193.99, 194.21, 'S U d'
194.21, 194.41, 'b i:'
194.41, 194.69, 'w i: R'
194.69, 194.86, 'O: l'
194.86, 195.29, 'V w E R'
195.29, 195.725, 'b I k O: z'
195.725, 195.82, 'D V'
195.82, 196.24, 's k u: l'
196.24, 196.47, 'h { z'
196.47, 196.5, 'V'
196.5, 196.79, 'b I g'
196.79, 197.19, '<CUTOFF-ha=hand>'
197.19, 197.37, '<VOCNOISE>'
197.37, 197.87, 'I m p { k t'
197.87, 198.01, 'Q n'
198.01, 198.09, 'D V'
198.09, 198.16, ''
198.16, 198.57, 'tS I l d R V n'
198.57, 198.76, 'V n d'
198.76, 199.31, 's V m t aI m z'
199.31, 199.36, ''
199.36, 199.67, 'n Q t'
199.67, 199.87, 'O: l'
199.87, 200.12, 'D { t'
200.12, 200.18, ''
200.18, 200.79, 'p Q z V t I v'
200.79, 200.88, ''
200.88, 201.15, 'R aI t'
201.15, 201.38, 'n aU'
201.38, 202.45, '<SIL>'
202.45, 202.62, 's @U'
202.62, 203.13, '<SIL>'
203.13, 203.46, 'i: k eI k eI k eI k eI'
203.46, 203.74, 'b V t'
203.74, 203.8, 'j u:'
203.8, 204.0, 'k { n'
204.0, 204.27, 't E l'
204.27, 204.86, '<SIL>'
204.86, 204.95, 'h aU'
204.95, 205.1, 'j O: R'
205.1, 205.19, ''
205.19, 205.59, 'tS aI l d z'
205.59, 205.68, ''
205.68, 205.84, 'd u: I N'
205.84, 206.0, ''
206.0, 206.06, 'V v'
206.06, 206.355, 'k O: R s'
206.355, 207.67, '<IVER>'
207.67, 207.87, '@ m h V m'
207.87, 208.2, ''
208.2, 209.1, '<SIL>'
209.1, 209.24, ''
209.24, 211.19, '<VOCNOISE>'
211.19, 211.94, '<SIL>'
211.94, 212.78, '<NOISE>'
212.78, 213.73, '<VOCNOISE>'
213.73, 214.62, '<SIL>'
214.62, 214.73, ''
214.73, 214.86, '{ t'
214.86, 214.94, ''
214.94, 215.09, 'D I s'
215.09, 215.18, ''
215.18, 215.59, 'p OI n t'
215.59, 216.045, '<SIL>'
216.045, 216.42, '@ m'
216.42, 216.76, '<VOCNOISE>'
216.76, 217.04, '<SIL>'
217.04, 217.2, 'aI m'
217.2, 217.48, 'n Q t'
217.48, 217.66, '<CUTOFF-ag=against>'
217.66, 217.75, '<SIL>'
217.75, 218.21, '@'
218.21, 218.31, ''
218.31, 218.42, 'aI m'
218.42, 218.68, 'n Q t'
218.68, 219.09, 'V g E n s t'
219.09, 219.2, 'D V'
219.2, 219.28, ''
219.28, 219.675, '3` b V n'
219.675, 220.07, 's k u: l z'
220.07, 220.17, ''
220.17, 220.27, 'b V t'
220.27, 220.38, 'I f'
220.38, 220.47, ''
220.47, 220.63, 'I t'
220.63, 220.77, 'w Q z'
220.77, 220.84, ''
220.84, 221.09, 'm aI'
221.09, 221.26, '@U n'
221.26, 221.7, 'p 3` s I n I l'
221.7, 221.78, ''
221.78, 222.09, 'tS aI l d'
222.09, 222.2, 'aI'
222.2, 222.84, 'w U d V n t'
222.84, 223.01, '<ERROR-mrv=move>'
223.01, 223.085, '<SIL>'
223.085, 223.35, 'm u: v'
223.35, 223.52, 't u:'
223.52, 223.57, 'V'
223.57, 223.66, ''
223.66, 224.21, 's V b 3` b V n'
224.21, 224.58, 'E R i: V'
224.58, 224.84, 'V n t I l'
224.84, 224.91, ''
224.91, 225.24, 'k V l V m b V s'
225.24, 225.33, ''
225.33, 225.52, 'g E t s'
225.52, 225.58, ''
225.58, 225.74, 'D E R'
225.74, 225.91, '{ k t'
225.91, 225.99, ''
225.99, 226.39, 't V g E D 3`'
226.39, 226.48, '<VOCNOISE>'
226.48, 226.72, ''
226.72, 226.835, '<SIL>'
226.835, 227.02, 'D eI'
227.02, 227.2, 'Q R'
227.2, 227.3, '<CUTOFF-s=so>'
227.3, 227.38, '<SIL>'
227.38, 227.61, 'I n'
227.61, 227.7, ''
227.7, 227.93, 's @U'
227.93, 227.99, '@'
227.99, 228.13, ''
228.13, 228.41, 's V tS'
228.41, 228.74, 'b { d'
228.74, 229.1, 'S eI p'
229.1, 229.29, 'R aI t'
229.29, 229.59, 'n aU'
229.59, 229.66, ''
229.66, 229.88, 'D { t'
229.88, 230.0, '<VOCNOISE>'
230.0, 230.11, ''
230.11, 230.23, '<SIL>'
230.23, 230.35, 'aI'
230.35, 230.57, 'd u:'
230.57, 230.82, 'T I N k'
230.82, 230.91, 'D V'
230.91, 231.26, 's t eI t'
231.26, 231.4, 'w I l'
231.4, 231.74, 't eI k'
231.74, 231.94, '@U v 3`'
231.94, 232.02, 'D V'
232.02, 232.08, ''
232.08, 232.45, 'k V l V m b V s'
232.45, 232.83, 'p V b l I k'
232.83, 233.18, 's k u: l z'
233.18, 233.26, ''
233.26, 233.38, 'I n'
233.38, 233.55, 't u:'
233.55, 234.065, 'j I R z'
234.065, 234.22, 'j E'
