start;end;utterance
5.885759;5.994625;SIL
5.994625;6.084625;y
6.084625;6.271043;eh
6.271043;6.422890;ah
6.422890;6.940075;VOCNOISE
6.940075;7.084750;SIL
7.084750;7.148489;ehn
7.148489;7.234244;ih
7.234244;7.294750;m
7.294750;7.381558;ey
7.381558;7.413287;k
7.413287;7.511228;s
7.511228;7.649316;ih
7.649316;7.714750;tq
7.714750;7.934750;SIL
7.934750;8.012054;ih
8.012054;8.042970;x
8.042970;8.165723;ow
8.165723;8.334750;f
8.334750;8.467151;ah
8.467151;8.524212;n
8.524212;8.654750;s
8.654750;8.703869;uh
8.703869;8.788966;y
8.788966;8.848822;iy
8.848822;8.944750;k
8.944750;8.980727;ih
8.980727;9.114750;n
9.114750;9.204750;SIL
9.204750;9.314750;ae
9.314750;9.359949;k
9.359949;9.460939;sh
9.460939;9.505140;l
9.505140;9.567081;iy
9.567081;9.755664;s
9.755664;9.962948;iy
9.962948;0.094750;w
0.094750;0.211148;ah
0.211148;0.258551;tq
0.258551;0.936621;SIL
0.936621;0.969207;y
0.969207;1.014750;iy
1.014750;1.070587;n
1.070587;1.271536;ow
1.271536;1.433813;y
1.433813;1.682702;er
1.682702;1.844750;SIL
1.844750;1.974750;s
1.974750;2.036167;t
2.036167;2.125045;ah
2.125045;2.154750;dx
2.154750;2.217536;iy
2.217536;2.269061;ih
2.269061;2.346349;n
2.346349;2.444243;iy
2.444243;2.531836;z
2.531836;2.662176;t
2.662176;2.791524;iy
2.791524;2.854750;m
2.854750;2.964750;z
2.964750;3.230040;SIL
3.230040;3.324875;d
3.324875;3.575864;ah
3.575864;3.677501;zh
3.677501;3.711497;y
3.711497;3.760197;ih
3.760197;3.790820;n
3.790820;3.967597;ah
3.967597;4.532473;VOCNOISE
4.532473;4.924875;SIL
4.924875;4.980036;y
4.980036;5.005590;iy
5.005590;5.046384;g
5.046384;5.144164;eng
5.144164;5.195965;g
5.195965;5.331716;ow
5.331716;5.380150;ah
5.380150;5.454875;hh
5.454875;5.563575;ow
5.563575;5.740823;s
5.740823;5.854179;iy
5.854179;5.988145;z
5.988145;6.225161;en
6.225161;6.444875;SIL
6.444875;6.481758;y
6.481758;6.517825;iy
6.517825;6.551828;n
6.551828;6.750684;ow
6.750684;6.925195;s
6.925195;6.999985;eh
6.999985;7.055746;v
7.055746;7.111038;en
7.111038;7.192627;t
7.192627;7.240207;iy
7.240207;7.278336;n
7.278336;7.425698;ey
7.425698;7.576148;t
7.576148;7.625505;iy
7.625505;7.675365;n
7.675365;7.780188;eh
7.780188;7.816256;n
7.816256;8.185299;ow
8.185299;8.314875;SIL
8.314875;8.479898;eh
8.479898;8.706610;n
8.706610;9.001184;SIL
9.001184;9.035180;n
9.035180;9.149625;ow
9.149625;9.211957;b
9.211957;9.326975;ah
9.326975;9.461258;iy
9.461258;9.709625;z
9.709625;0.147536;SIL
0.147536;0.304923;p
0.304923;0.321411;r
0.321411;0.397260;iy
0.397260;0.469625;m
0.469625;0.551374;ah
0.551374;0.642029;ch
0.642029;0.729625;k
0.729625;0.784103;ah
0.784103;0.843736;m
0.843736;0.889215;ih
0.889215;0.929625;ng
0.929625;1.049625;k
1.049625;1.079625;l
1.079625;1.185958;ow
1.185958;1.278880;s
1.278880;1.340072;t
1.340072;1.377675;iy
1.377675;1.454556;y
1.454556;1.524219;uh
1.524219;1.584807;r
1.584807;1.729625;s
1.729625;1.782003;t
1.782003;1.965579;ae
1.965579;2.003188;n
2.003188;2.042348;d
2.042348;2.151582;er
2.151582;2.209290;d
2.209290;2.391657;en
2.391657;3.287826;VOCNOISE
3.287826;4.308423;SIL
4.308423;4.363393;w
4.363393;4.403230;ih
4.403230;4.472274;n
4.472274;4.546471;y
4.546471;4.608161;uw
4.608161;4.683250;w
4.683250;4.732811;eh
4.732811;4.754633;nx
4.754633;4.891171;ao
4.891171;4.915133;l
4.915133;4.984436;eh
4.984436;4.999894;tq
4.999894;5.093154;m
5.093154;5.218357;ah
5.218357;5.253250;n
5.253250;5.381177;iy
5.381177;5.421367;ih
5.421367;5.455374;t
5.455374;5.573625;s
5.573625;5.628018;ch
5.628018;5.703250;ih
5.703250;5.813250;s
5.813250;5.845590;l
5.845590;5.936245;ay
5.936245;6.029366;k
6.029366;6.110756;y
6.110756;6.410650;eh
6.410650;6.479694;w
6.479694;6.517823;eh
6.517823;6.593050;n
6.593050;6.643250;y
6.643250;6.705375;ih
6.705375;6.785755;l
6.785755;6.838311;uh
6.838311;6.906248;z
6.906248;7.004219;ao
7.004219;7.085629;ah
7.085629;7.177345;m
7.177345;7.262069;ah
7.262069;7.295853;n
7.295853;7.379920;iy
7.379920;7.425248;ih
7.425248;7.541114;s
7.541114;7.695690;ay
7.695690;7.793588;k
7.793588;9.108664;VOCNOISE
9.108664;9.270064;SIL
9.270064;9.313125;hh
9.313125;9.410579;ae
9.410579;9.451374;t
9.451374;9.541375;s
9.541375;9.691375;ih
9.691375;9.751375;tq
9.751375;9.781375;SIL
9.781375;0.191818;ah
0.191818;0.258194;m
0.258194;0.296676;g
0.296676;0.380578;ow
0.380578;0.430969;ah
0.430969;0.474954;n
0.474954;0.539750;hh
0.539750;0.675207;ow
0.675207;0.722792;m
0.722792;1.543539;LAUGH
1.543539;2.278192;VOCNOISE
2.278192;3.254359;LAUGH
3.254359;3.516511;b
3.516511;3.710722;ah
3.710722;3.741647;tq
3.741647;4.137362;SIL
4.137362;4.342597;aa
4.342597;4.383654;m
4.383654;4.464980;n
4.464980;4.615692;ow
4.615692;4.688215;n
4.688215;4.816271;p
4.816271;4.879728;iy
4.879728;4.965849;p
4.965849;5.049357;uh
5.049357;5.129026;ah
5.129026;5.209481;g
5.209481;5.413452;ae
5.413452;5.453113;m
5.453113;5.486292;b
5.486292;5.772562;el
5.772562;5.974379;SIL
5.974379;6.003842;y
6.003842;6.048036;ih
6.048036;6.086563;n
6.086563;6.331304;ow
6.331304;6.490237;k
6.490237;6.525068;ah
6.525068;6.574960;m
6.574960;6.682562;p
6.682562;6.791937;ah
6.791937;6.842391;l
6.842391;6.956842;s
6.956842;7.008968;ih
7.008968;7.101888;v
7.101888;7.172194;l
7.172194;7.347380;iy
7.347380;8.244000;SIL
8.244000;8.285136;em
8.285136;8.336662;m
8.336662;8.425285;iyn
8.425285;8.477570;ih
8.477570;8.590167;s
8.590167;8.670209;ay
8.670209;8.734000;k
8.734000;8.830271;ey
8.830271;8.928169;g
8.928169;9.454926;SIL
9.454926;9.552959;g
9.552959;9.692339;ae
9.692339;9.754000;m
9.754000;9.768262;b
9.768262;9.826767;l
9.826767;9.874000;ah
9.874000;9.926906;r
9.926906;0.005099;z
0.005099;0.057601;eh
0.057601;0.133147;n
0.133147;0.274000;aa
0.274000;0.304000;nx
0.304000;0.334000;ah
0.334000;0.414000;m
0.414000;0.518233;ah
0.518233;0.790287;s
0.790287;1.684625;SIL
1.684625;1.791936;l
1.791936;1.936038;eh
1.936038;2.012464;v
2.012464;2.140247;el
2.140247;3.286789;SIL
3.286789;3.447956;ae
3.447956;3.577800;k
3.577800;3.642605;ih
3.642605;3.680851;d
3.680851;3.816873;en
3.816873;3.888503;r
3.888503;3.975571;ih
3.975571;4.069347;l
4.069347;4.142333;iy
4.142333;4.387104;g
4.387104;4.446125;ih
4.446125;4.485673;dx
4.485673;4.584276;ih
4.584276;4.643340;n
4.643340;4.707232;uh
4.707232;4.766125;dh
4.766125;4.970006;ae
4.970006;5.016125;tq
5.016125;5.374104;SIL
5.374104;5.391102;hh
5.391102;5.414898;ah
5.414898;5.472690;m
5.472690;5.519150;b
5.519150;5.579036;er
5.579036;5.682087;w
5.682087;5.764527;ah
5.764527;5.801626;nx
5.801626;5.852303;ah
5.852303;5.900554;n
5.900554;5.939714;n
5.939714;6.031424;aa
6.031424;6.066477;t
6.066477;6.116956;t
6.116956;6.172334;uh
6.172334;6.233403;r
6.233403;6.278381;ih
6.278381;6.372434;ch
6.372434;6.429200;ih
6.429200;6.486884;s
6.486884;6.586603;p
6.586603;6.680656;er
6.680656;6.775844;s
6.775844;6.827970;en
6.827970;6.879532;eh
6.879532;6.941362;n
6.941362;6.992280;ah
6.992280;7.088608;w
7.088608;7.220056;er
7.220056;7.316125;l
7.316125;7.371079;d
7.371079;7.497683;en
7.497683;7.549809;n
7.549809;7.623465;ah
7.623465;7.670956;m
7.670956;7.698780;b
7.698780;7.752367;er
7.752367;7.936125;t
7.936125;8.184146;uw
8.184146;8.247007;d
8.247007;8.488991;SIL
8.488991;8.586044;d
8.586044;8.706125;ih
8.706125;8.841633;s
8.841633;9.180310;SIL
9.180310;9.590059;VOCNOISE
9.590059;9.993500;SIL
9.993500;0.025807;l
0.025807;0.096757;uh
0.096757;0.137991;el
0.137991;0.210113;m
0.210113;0.295502;ah
0.295502;0.337896;n
0.337896;0.407971;iy
0.407971;0.533500;hh
0.533500;0.624377;ih
0.624377;0.743669;r
0.743669;0.850058;zh
0.850058;0.927818;w
0.927818;1.015072;ah
1.015072;1.087595;n
1.087595;1.160118;th
1.160118;1.317629;ey
1.317629;1.386752;ng
1.386752;1.437443;b
1.437443;1.610078;ah
1.610078;1.713500;t
1.713500;1.818497;SIL
1.818497;1.876439;w
1.876439;1.924873;ih
1.924873;1.966942;n
1.966942;2.043381;y
2.043381;2.092842;ih
2.092842;2.142030;zh
2.142030;2.171161;ih
2.171161;2.283500;SIL
2.283500;2.413330;aw
2.413330;2.453520;t
2.453520;2.514269;th
2.514269;2.605004;ih
2.605004;2.633500;r
2.633500;2.774899;s
2.774899;2.866686;p
2.866686;2.974337;eh
2.974337;3.023064;n
3.023064;3.101252;ih
3.101252;3.193500;ng
3.193500;3.278033;y
3.278033;3.493500;er
3.493500;4.446650;SIL
4.446650;4.622313;k
4.622313;4.698986;aa
4.698986;4.783487;r
4.783487;4.863881;en
4.863881;5.011796;sh
5.011796;5.097460;ah
5.097460;5.156504;eh
5.156504;5.209176;n
5.209176;5.274691;s
5.274691;5.360566;m
5.360566;5.465071;ah
5.465071;5.509265;n
5.509265;5.604452;iy
5.604452;5.822020;ao
5.822020;5.839018;nx
5.839018;5.993129;ih
5.993129;6.036190;d
6.036190;6.298328;er
6.298328;6.887197;VOCNOISE
6.887197;7.690535;SIL
7.690535;7.910474;r
7.910474;8.060256;aen
8.060256;8.100847;tq
8.100847;8.173612;m
8.173612;8.334280;ah
8.334280;8.369409;n
8.369409;8.468338;iy
8.468338;8.531198;dh
8.531198;8.658367;eh
8.658367;8.861188;n
8.861188;8.994927;SIL
8.994927;9.038206;y
9.038206;9.073243;iy
9.073243;9.123738;g
9.123738;9.279344;eh
9.279344;9.368873;ah
9.368873;9.475392;r
9.475392;9.551393;ih
9.551393;9.611188;l
9.611188;9.786349;p
9.786349;9.815343;r
9.815343;9.985325;aa
9.985325;0.022720;b
0.022720;0.150768;em
0.150768;0.187216;dh
0.187216;0.327365;eh
0.327365;0.413928;r
0.413928;1.152502;SIL
1.152502;1.222872;ah
1.222872;1.245312;v
1.245312;1.385935;s
1.385935;1.492865;iy
1.492865;1.541299;ng
1.541299;1.579427;g
1.579427;1.742884;ay
1.742884;1.821073;z
1.821073;1.889605;d
1.889605;2.003518;uw
2.003518;2.045445;dh
2.045445;2.197290;eh
2.197290;2.232764;t
2.232764;2.365312;t
2.365312;2.574892;uw
2.574892;3.772413;SIL
3.772413;3.860800;g
3.860800;3.940122;eh
3.940122;3.985313;d
3.985313;4.111370;aw
4.111370;4.153621;n
4.153621;4.198485;ah
4.198485;4.345313;s
4.345313;4.455715;ay
4.455715;4.524604;ow
4.524604;4.554488;dx
4.554488;4.615832;uh
4.615832;4.713186;d
4.713186;4.942984;aw
4.942984;4.988311;n
4.988311;5.035313;z
5.035313;5.076207;uh
5.076207;5.135313;n
5.135313;5.211546;b
5.211546;5.295313;eh
5.295313;5.355780;t
5.355780;5.417786;dh
5.417786;5.494306;ah
5.494306;5.832534;SIL
5.832534;5.922055;b
5.922055;6.005313;eh
6.005313;6.055313;t
6.055313;6.105313;t
6.105313;6.153222;ah
6.153222;6.325464;f
6.325464;6.452379;aa
6.452379;6.567060;r
6.567060;6.649551;m
6.649551;6.798925;ow
6.798925;6.985313;n
6.985313;7.135313;SIL
7.135313;7.294594;w
7.294594;7.413314;ah
7.413314;7.475313;n
7.475313;7.583136;hh
7.583136;7.681034;ow
7.681034;7.791299;r
7.791299;7.945313;s
7.945313;8.226939;en
8.226939;8.823938;SIL
8.823938;8.913512;w
8.913512;8.964007;ih
8.964007;8.986678;d
8.986678;9.037173;en
9.037173;9.133938;iy
9.133938;9.205543;uh
9.205543;9.242267;n
9.242267;9.293265;d
9.293265;9.371454;ih
9.371454;9.479261;eh
9.479261;9.524603;n
9.524603;9.579957;iy
9.579957;9.693938;th
9.693938;9.770894;ih
9.770894;9.857584;ng
9.857584;9.973938;f
9.973938;0.091021;ao
0.091021;0.136720;r
0.136720;0.183092;ah
0.183092;0.272634;m
0.272634;2.517897;SIL
2.517897;6.621285;IVER
6.621285;7.090875;SIL
7.090875;7.130875;w
7.130875;7.316289;ah
7.316289;7.354363;y
7.354363;7.414804;iy
7.414804;7.482752;g
7.482752;7.582471;ah
7.582471;7.632331;t
7.632331;7.702593;dh
7.702593;7.962089;ah
7.962089;8.541343;SIL
8.541343;8.690188;k
8.690188;8.736050;ih
8.736050;8.892428;s
8.892428;9.019655;iy
9.019655;9.043357;nx
9.043357;9.230113;ow
9.230113;9.440188;z
9.440188;9.970188;SIL
9.970188;0.012012;r
0.012012;0.079369;eh
0.079369;0.152526;v
0.152526;0.204733;er
0.204733;0.300188;b
0.300188;0.384041;ow
0.384041;0.415987;tq
0.415987;0.529872;k
0.529872;0.585340;ah
0.585340;0.749871;s
0.749871;0.837465;iy
0.837465;0.871471;n
0.871471;0.983333;uh
0.983333;1.050872;z
1.050872;1.210915;ow
1.210915;1.312900;p
1.312900;1.419697;ah
1.419697;1.508939;n
1.508939;1.540266;y
1.540266;1.577364;iy
1.577364;1.657744;g
1.657744;1.774101;aa
1.774101;1.811501;t
1.811501;2.278313;SIL
2.278313;2.480072;ao
2.480072;2.499336;l
2.499336;2.545802;dh
2.545802;2.729467;ah
2.729467;3.310839;SIL
3.310839;3.444413;p
3.444413;3.478641;r
3.478641;3.541866;iy
3.541866;3.612123;m
3.612123;3.703292;ah
3.703292;3.799096;ch
3.799096;3.919217;eh
3.919217;3.978313;v
3.978313;4.027901;r
4.027901;4.248313;iy
4.248313;4.378313;SIL
4.378313;4.517531;s
4.517531;4.578313;t
4.578313;4.672994;ow
4.672994;4.735855;r
4.735855;4.838226;ao
4.838226;4.926499;n
4.926499;4.979980;uh
4.979980;5.138313;k
5.138313;5.223285;ao
5.223285;5.288313;r
5.288313;5.321183;n
5.321183;5.408776;er
5.408776;5.495334;z
5.495334;5.558313;g
5.558313;5.657509;aa
5.657509;5.696283;dx
5.696283;5.818313;ah
5.818313;6.148313;SIL
6.148313;6.190927;l
6.190927;6.318156;aa
6.318156;6.351018;dx
6.351018;6.441672;er
6.441672;6.508313;iy
6.508313;6.598049;m
6.598049;6.651558;ih
6.651558;6.815623;sh
6.815623;6.980290;iy
6.980290;7.055517;n
7.055517;7.217307;er
7.217307;7.503784;SIL
7.503784;7.668313;t
7.668313;7.764094;ih
7.764094;7.858313;k
7.858313;7.930414;ih
7.930414;8.028313;t
8.028313;8.138313;s
8.138313;8.401670;SIL
8.401670;0.992729;IVER
0.992729;1.627104;SIL
1.627104;1.724557;aa
1.724557;1.823375;th
1.823375;1.922862;ih
1.922862;1.962523;ng
1.962523;2.056577;ih
2.056577;2.097375;d
2.097375;2.203375;ih
2.203375;2.298325;z
2.298325;2.331942;ih
2.331942;2.384068;g
2.384068;2.461123;ih
2.461123;2.485237;dx
2.485237;2.595971;ay
2.595971;2.683375;d
2.683375;2.811273;iy
2.811273;2.857250;ih
2.857250;2.891729;b
2.891729;2.956319;iy
2.956319;3.072622;k
3.072622;3.118319;uh
3.118319;3.171629;z
3.171629;3.270215;aw
3.270215;3.335402;v
3.335402;3.393375;w
3.393375;3.453788;ah
3.453788;3.503374;n
3.503374;3.548717;m
3.548717;3.646615;ay
3.646615;3.774476;f
3.774476;3.866263;eh
3.866263;3.893937;r
3.893937;4.063375;sh
4.063375;4.179383;eh
4.179383;4.231938;r
4.231938;4.287120;ah
4.287120;4.337050;v
4.337050;4.432856;m
4.432856;4.551839;ah
4.551839;4.596032;nx
4.596032;4.653375;iy
4.653375;4.753375;ah
4.753375;4.825018;n
4.825018;4.953725;ah
4.953725;5.053375;l
5.053375;5.103375;aa
5.103375;5.173375;t
5.173375;5.253375;ah
5.253375;5.407742;r
5.407742;5.473375;iy
5.473375;6.102532;VOCNOISE
6.102532;6.263059;SIL
6.263059;6.321867;ey
6.321867;6.391872;g
6.391872;6.468046;ih
6.468046;6.532021;v
6.532021;6.630950;eh
6.630950;6.682063;v
6.682063;6.718482;r
6.718482;6.780374;iy
6.780374;6.862395;b
6.862395;6.973446;aa
6.973446;7.035940;eh
7.035940;7.073219;ih
7.073219;7.212063;f
7.212063;7.313142;eh
7.313142;7.363636;r
7.363636;7.542063;ch
7.542063;7.711948;ae
7.711948;7.748016;n
7.748016;7.867523;s
7.867523;7.893586;y
7.893586;7.921915;ih
7.921915;7.961576;n
7.961576;8.129285;ow
8.129285;8.150816;dh
8.150816;8.262063;ey
8.262063;8.296241;dx
8.296241;8.467306;own
8.467306;8.482763;tq
8.482763;9.181442;SIL
9.181442;9.273802;jh
9.273802;9.372063;ih
9.372063;9.549162;s
9.549162;0.566759;SIL
0.566759;0.633375;m
0.633375;0.700473;eh
0.700473;0.725138;n
0.725138;0.758114;ah
0.758114;0.843375;m
0.843375;1.008527;ay
1.008527;1.109517;z
1.109517;1.163375;ih
1.163375;1.202476;t
1.202476;1.295396;t
1.295396;1.370077;ah
1.370077;1.548510;w
1.548510;1.732800;ah
1.732800;1.783375;n
1.783375;1.882394;er
1.882394;2.082313;t
2.082313;2.225548;ih
2.225548;2.409309;uw
2.409309;2.628378;SIL
2.628378;2.839278;VOCNOISE
2.839278;3.412174;SIL
3.412174;3.492629;n
3.492629;3.517559;ih
3.517559;3.560619;n
3.560619;3.743482;eh
3.743482;4.056625;SIL
4.056625;4.202053;s
4.202053;4.251861;ah
4.251861;4.331897;m
4.331897;4.421836;ah
4.421836;4.452467;v
4.452467;4.522541;em
4.522541;4.596625;hh
4.596625;4.705971;ae
4.705971;4.777652;v
4.777652;4.936805;aa
4.936805;5.003788;p
5.003788;5.134663;sh
5.134663;5.331484;en
5.331484;5.486625;z
5.486625;6.685375;SIL
6.685375;6.830868;eh
6.830868;6.939763;n
6.939763;7.075375;s
7.075375;7.109105;ah
7.109105;7.188454;m
7.188454;7.269515;ah
7.269515;7.293566;v
7.293566;7.377032;em
7.377032;7.419283;d
7.419283;7.550548;ow
7.550548;7.600652;n
7.600652;7.621262;tq
7.621262;9.190377;SIL
9.190377;6.851479;IVER
6.851479;6.957071;n
6.957071;7.032848;y
7.032848;7.188241;eh
7.188241;7.230165;ah
7.230165;7.313141;t
7.313141;7.616937;s
7.616937;7.941805;SIL
7.941805;8.043791;jh
8.043791;8.123113;ih
8.123113;8.257082;s
8.257082;8.291955;l
8.291955;8.409805;ay
8.409805;8.528788;k
8.528788;8.795007;ah
8.795007;9.154305;SIL
9.154305;9.238160;hh
9.238160;9.330866;ae
9.330866;9.380940;v
9.380940;9.464794;iy
9.464794;9.523719;n
9.523719;9.632805;ae
9.632805;9.695666;l
9.695666;9.792289;k
9.792289;9.855747;ah
9.855747;9.910139;hh
9.910139;9.973597;ao
9.973597;0.024398;l
0.024398;0.066648;ah
0.066648;0.133374;r
0.133374;0.339611;aw
0.339611;0.394003;n
0.394003;0.450662;d
0.450662;1.172125;SIL
1.172125;1.240491;m
1.240491;1.351542;iy
1.351542;1.562125;n
1.562125;1.717513;SIL
1.717513;1.803683;g
1.803683;1.934950;ae
1.934950;2.003121;m
2.003121;2.022125;b
2.022125;2.065446;l
2.065446;2.125594;ih
2.125594;2.189485;ng
2.189485;2.322676;ih
2.322676;2.402125;z
2.402125;2.447325;ah
2.447325;2.522125;l
2.522125;2.652434;aa
2.652434;2.740802;l
2.740802;2.832125;ay
2.832125;2.942125;k
2.942125;3.072625;aw
3.072625;3.179359;k
3.179359;3.269449;ah
3.269449;3.360134;ao
3.360134;3.412798;ah
3.412798;3.454726;t
3.454726;3.551045;k
3.551045;3.647646;ih
3.647646;3.704023;n
3.704023;3.732353;b
3.732353;3.965792;iy
3.965792;4.015651;ih
4.015651;4.133501;d
4.133501;4.263884;ih
4.263884;4.325007;k
4.325007;4.390731;t
4.390731;4.501931;iy
4.501931;4.550365;ng
4.550365;4.637958;ih
4.637958;4.732125;k
4.732125;4.785321;ih
4.785321;4.823603;n
4.823603;4.972125;s
4.972125;5.037777;k
5.037777;5.195459;er
5.195459;5.238741;y
5.238741;5.294388;ih
5.294388;5.412125;l
5.412125;5.552125;ay
5.552125;5.683692;f
5.683692;5.860467;ah
5.860467;5.992125;p
5.992125;6.034975;ah
6.034975;6.262125;n
6.262125;6.622761;VOCNOISE
6.622761;6.839063;SIL
6.839063;6.911245;y
6.911245;6.992655;ah
6.992655;7.163620;s
7.163620;7.249063;p
7.249063;7.355126;eh
7.355126;7.404858;n
7.404858;7.449180;y
7.449180;7.501726;ih
7.501726;7.571569;l
7.571569;7.739063;ae
7.739063;7.834465;s
7.834465;7.904655;d
7.904655;8.056567;ae
8.056567;8.146088;l
8.146088;8.215216;er
8.215216;8.322005;ao
8.322005;8.361395;n
8.361395;8.438452;ih
8.438452;8.516639;ih
8.516639;8.649220;f
8.649220;8.702480;y
8.702480;8.746507;uh
8.746507;8.923821;r
8.923821;9.190882;dh
9.190882;9.339111;ae
9.339111;9.374456;tq
9.374456;9.529063;f
9.529063;9.642081;aa
9.642081;9.779138;r
9.779138;9.882189;g
9.882189;0.194428;ao
0.194428;0.260380;n
0.260380;1.486700;SIL
1.486700;1.592085;s
1.592085;1.800187;ow
1.800187;1.960187;p
1.960187;1.984171;r
1.984171;2.022699;ih
2.022699;2.038563;dx
2.038563;2.106014;iy
2.106014;2.173411;m
2.173411;2.310524;ah
2.310524;2.443105;ch
2.443105;2.489565;eh
2.489565;2.540187;n
2.540187;2.631212;iy
2.631212;2.744529;th
2.744529;2.849914;ih
2.849914;2.920187;ng
2.920187;3.000187;k
3.000187;3.041427;eh
3.041427;3.120187;m
3.120187;3.160187;b
3.160187;3.530187;iy
3.530187;4.334386;SIL
4.334386;4.471500;w
4.471500;4.550822;ah
4.550822;4.587083;nx
4.587083;4.661875;ah
4.661875;4.711735;dh
4.711735;5.030580;ow
5.030580;5.256791;z
5.256791;5.474724;f
5.474724;5.671537;ae
5.671537;5.751992;k
5.751992;5.813761;t
5.813761;5.963185;er
5.963185;6.169063;z
6.169063;6.926798;LAUGH
6.926798;7.420834;VOCNOISE
7.420834;2.593731;IVER
2.593731;2.733625;SIL
2.733625;2.793625;w
2.793625;2.912897;ah
2.912897;2.946904;l
2.946904;3.033625;m
3.033625;3.131365;ah
3.131365;3.192160;s
3.192160;3.307578;p
3.307578;3.370357;iy
3.370357;3.455345;p
3.455345;3.491008;l
3.491008;3.543625;uh
3.543625;3.683119;th
3.683119;3.799835;ih
3.799835;3.819099;ng
3.819099;3.893625;k
3.893625;3.975477;ih
3.975477;4.061598;t
4.061598;4.353625;s
4.353625;4.534908;SIL
4.534908;4.679185;s
4.679185;4.752345;ah
4.752345;4.776047;n
4.776047;4.873625;t
4.873625;4.944347;ih
4.944347;5.021303;n
5.021303;5.143625;ey
5.143625;5.216308;r
5.216308;5.272747;ih
5.272747;5.374952;l
5.374952;5.633321;ay
5.633321;5.782848;ao
5.782848;5.852024;n
5.852024;5.883752;l
5.883752;6.003373;ay
