start;end;utterance
9.583000;9.672000;k
9.672000;9.732000;ih
9.732000;9.804000;d
9.804000;9.906000;s
9.906000;9.993000;ah
9.993000;0.049000;p
0.049000;0.119000;eh
0.119000;0.200000;m
0.200000;0.265000;p
0.265000;0.309000;uh
0.309000;0.403000;d
0.403000;0.489000;iy
0.489000;0.559000;ng
0.559000;0.643000;eh
0.643000;0.719000;m
0.719000;0.784000;ih
0.784000;0.899000;n
0.899000;0.936000;ah
0.936000;1.049000;dh
1.049000;1.149000;er
1.149000;1.179000;k
1.179000;1.323000;l
1.323000;1.461000;ae
1.461000;1.499000;s
1.499000;1.574000;r
1.574000;1.667000;uh
1.667000;1.760000;m
1.760000;1.823000;s
1.823000;1.913000;w
1.913000;1.982000;ah
1.982000;2.525654;l
2.525654;2.645000;VOCNOISE
2.645000;2.745000;SIL
2.745000;2.801000;ay
2.801000;2.892000;d
2.892000;2.923483;ow
2.923483;2.950982;n
2.950982;2.976000;tq
2.976000;3.056573;n
3.056573;3.102874;ow
3.102874;3.156000;ah
3.156000;3.222000;f
3.222000;3.263493;dh
3.263493;3.422716;ah
3.422716;3.482000;p
3.482000;3.561000;eh
3.561000;3.605000;r
3.605000;3.650000;ih
3.650000;3.761000;n
3.761000;3.851000;s
3.851000;4.069000;m
4.069000;4.180000;ey
4.180000;4.441000;d
4.441000;4.498000;eh
4.498000;4.761000;n
4.761000;4.920000;iy
4.920000;5.046000;th
5.046000;5.083750;iy
5.083750;5.142000;n
5.142000;5.231000;eh
5.231000;5.393000;b
5.393000;5.420000;aw
5.420000;5.492000;dx
5.492000;5.540000;ah
5.540000;5.601000;tq
5.601000;5.639000;b
5.639000;5.663000;ah
5.663000;5.801000;dx
5.801000;5.901000;ay
5.901000;6.051000;g
6.051000;6.238000;eh
6.238000;6.373000;s
6.373000;6.391000;SIL
6.391000;6.611000;f
6.611000;6.681000;ay
6.681000;6.738000;n
6.738000;6.924000;l
6.924000;7.430000;iy
7.430000;7.484000;VOCNOISE
7.484000;7.526000;y
7.526000;7.583000;ih
7.583000;7.738000;n
7.738000;7.781759;ow
7.781759;7.857000;w
7.857000;7.918000;ih
7.918000;7.996000;n
7.996000;8.179000;y
8.179000;8.284000;uw
8.284000;8.421000;hh
8.421000;8.496000;ae
8.496000;8.577000;v
8.577000;8.647000;f
8.647000;8.688000;ih
8.688000;8.781000;f
8.781000;8.817000;t
8.817000;8.925000;iy
8.925000;8.990000;p
8.990000;9.125000;er
9.125000;9.212000;s
9.212000;9.245000;eh
9.245000;9.307000;nx
9.307000;9.347000;ah
9.347000;9.407000;v
9.407000;9.467000;y
9.467000;9.607000;er
9.607000;9.637000;k
9.637000;9.760000;l
9.760000;9.889000;ae
9.889000;9.946000;sh
9.946000;0.000000;r
0.000000;0.087000;uh
0.087000;0.167000;m
0.167000;0.266000;z
0.266000;0.371000;ah
0.371000;0.447000;n
0.447000;0.547000;k
0.547000;0.617000;ah
0.617000;0.809000;v
0.809000;0.886000;er
0.886000;1.462319;d
1.462319;1.608000;VOCNOISE
1.608000;1.847000;SIL
1.847000;1.937000;ah
1.937000;2.114000;dh
2.114000;2.369855;ey
2.369855;2.513000;SIL
2.513000;2.627000;k
2.627000;2.711000;ey
2.711000;2.758000;m
2.758000;2.821057;t
2.821057;2.902369;uw
2.902369;2.933592;ah
2.933592;3.091000;tq
3.091000;3.142151;eh
3.142151;3.237000;n
3.237000;3.267849;ih
3.267849;3.329455;g
3.329455;3.475698;g
3.475698;3.528000;aa
3.528000;3.623484;t
3.623484;3.722593;s
3.722593;3.812499;ow
3.812499;3.933000;y
3.933000;4.004514;uw
4.004514;4.058000;z
4.058000;4.085826;t
4.085826;4.172000;uh
4.172000;4.265000;b
4.265000;4.337000;iy
4.337000;4.454000;n
4.454000;4.520000;ow
4.520000;4.625950;b
4.625950;4.651000;aa
4.651000;4.757379;dx
4.757379;4.822000;iy
4.822000;4.953000;eh
4.953000;5.020000;p
5.020000;5.074000;r
5.074000;5.197000;iy
5.197000;5.311725;sh
5.311725;5.427688;ey
5.427688;5.491404;ih
5.491404;5.573000;d
5.573000;5.703000;ah
5.703000;5.781000;s
5.781000;5.853000;ah
5.853000;5.918000;b
5.918000;5.960000;s
5.960000;6.074000;ih
6.074000;6.194000;t
6.194000;6.272000;uw
6.272000;6.335000;t
6.335000;6.508000;n
6.508000;6.573000;ow
6.573000;6.727000;b
6.727000;6.760000;aa
6.760000;6.883000;dx
6.883000;7.126907;iy
7.126907;7.179000;VOCNOISE
7.179000;7.218000;dh
7.218000;7.350000;ih
7.350000;7.542000;k
7.542000;7.592000;ih
7.592000;7.682000;d
7.682000;7.736000;z
7.736000;7.847000;ah
7.847000;7.880000;p
7.880000;7.961212;r
7.961212;8.010910;ih
8.010910;8.085246;n
8.085246;8.124750;s
8.124750;8.201000;ah
8.201000;8.231000;b
8.231000;8.382000;el
8.382000;8.461000;ao
8.461000;8.506000;r
8.506000;8.608000;dh
8.608000;8.695000;iy
8.695000;8.734000;ah
8.734000;8.815000;dh
8.815000;8.932000;er
8.932000;9.072000;t
9.072000;9.142000;iy
9.142000;9.222000;ch
9.222000;9.302000;er
9.302000;9.372000;z
9.372000;9.426000;b
9.426000;9.492000;ah
9.492000;9.552000;tq
9.552000;9.722000;n
9.722000;9.788000;aw
9.788000;9.902000;ah
9.902000;9.932000;s
9.932000;0.004000;l
0.004000;0.088803;ay
0.088803;0.304000;k
0.304000;0.435000;VOCNOISE
0.435000;0.527000;ow
0.527000;0.624000;th
0.624000;0.687000;ey
0.687000;0.719464;ng
0.719464;0.768000;k
0.768000;0.857000;y
0.857000;0.887000;uw
0.887000;1.010000;f
1.010000;1.106000;er
1.106000;1.197000;k
1.197000;1.277000;ah
1.277000;1.327000;m
1.327000;1.407000;ih
1.407000;1.537000;ng
1.537000;1.627000;ow
1.627000;1.757000;th
1.757000;1.813000;ey
1.813000;1.855000;ng
1.855000;1.885000;k
1.885000;1.942000;y
1.942000;2.023000;uw
2.023000;2.118000;f
2.118000;2.207000;er
2.207000;2.317000;k
2.317000;2.397000;ah
2.397000;2.467000;m
2.467000;2.547000;ih
2.547000;2.924000;ng
2.924000;3.022945;VOCNOISE
3.022945;3.071000;s
3.071000;3.167000;ah
3.167000;3.277000;ay
3.277000;3.347000;s
3.347000;3.412000;eh
3.412000;3.467000;d
3.467000;3.557000;m
3.557000;3.627000;ey
3.627000;3.697000;b
3.697000;3.742000;iy
3.742000;3.862000;dh
3.862000;3.922000;ae
3.922000;3.997000;tq
3.997000;4.107000;w
4.107000;4.147000;er
4.147000;4.227000;k
4.227000;4.275000;t
4.275000;4.332000;ah
4.332000;4.406008;l
4.406008;4.434000;ah
4.434000;4.480000;dx
4.480000;4.525000;l
4.525000;4.616000;ah
4.616000;4.742000;b
4.742000;4.811000;ih
4.811000;4.862000;tq
4.862000;4.937000;b
4.937000;5.015000;ah
5.015000;5.087000;t
5.087000;5.311000;n
5.311000;5.437000;aw
5.437000;5.488000;jh
5.488000;5.572000;ih
5.572000;5.674000;s
5.674000;5.752000;t
5.752000;5.788000;ih
5.788000;5.821000;n
5.821000;5.886325;n
5.886325;5.947068;ah
5.947068;6.117000;l
6.117000;6.201000;ae
6.201000;6.239573;s
6.239573;6.367000;t
6.367000;6.509000;t
6.509000;6.647000;uw
6.647000;6.817000;w
6.817000;6.884000;iy
6.884000;7.001000;k
7.001000;7.342307;s
7.342307;7.380000;VOCNOISE
7.380000;7.530000;SIL
7.530000;7.641000;ay
7.641000;7.731000;th
7.731000;7.844000;ih
7.844000;7.880000;ng
7.880000;7.958000;k
7.958000;8.030000;ah
8.030000;8.167000;l
8.167000;8.198000;aa
8.198000;8.278413;dx
8.278413;8.318000;ah
8.318000;8.381000;dh
8.381000;8.443000;er
8.443000;8.536000;r
8.536000;8.695000;iy
8.695000;8.772000;t
8.772000;8.833000;aa
8.833000;8.869000;r
8.869000;8.980000;d
8.980000;9.087000;t
9.087000;9.207000;iy
9.207000;9.307000;ch
9.307000;9.423000;er
9.423000;9.477000;s
9.477000;9.543000;hh
9.543000;9.615000;uw
9.615000;9.731000;w
9.731000;9.797000;er
9.797000;9.869000;n
9.869000;9.965000;m
9.965000;0.090627;eh
0.090627;0.165812;s
0.165812;0.217000;ih
0.217000;0.309000;ng
0.309000;0.417000;ah
0.417000;0.557000;r
0.557000;0.607000;aw
0.607000;0.637000;n
0.637000;0.717000;d
0.717000;0.797000;w
0.797000;0.907000;eh
0.907000;0.997000;th
0.997000;1.027000;ih
1.027000;1.114000;t
1.114000;1.152000;eh
1.152000;1.318000;v
1.318000;1.380000;k
1.380000;1.461000;ah
1.461000;1.519000;m
1.519000;1.699000;b
1.699000;1.822000;ae
1.822000;2.027000;k
2.027000;2.157000;ih
2.157000;2.253007;n
2.253007;2.667393;SIL
2.667393;2.741000;VOCNOISE
2.741000;2.862000;SIL
2.862000;3.025000;s
3.025000;3.154000;ow
3.154000;3.233000;ay
3.233000;3.273000;d
3.273000;3.343000;ow
3.343000;3.385000;n
3.385000;3.503000;n
3.503000;3.533000;ow
3.533000;3.603000;ih
3.603000;3.688000;g
3.688000;3.786000;z
3.786000;3.823000;ae
3.823000;3.868000;k
3.868000;3.977000;l
3.977000;4.045000;iy
4.045000;4.133000;w
4.133000;4.228000;ah
4.228000;4.324000;t
4.324000;4.436000;ah
4.436000;4.800000;SIL
4.800000;4.895000;VOCNOISE
4.895000;5.020000;y
5.020000;5.616000;ae
5.616000;2.883000;LAUGH
2.883000;2.928000;IVER
2.928000;3.172000;w
3.172000;3.312000;eh
3.312000;3.383000;l
3.383000;3.577000;SIL
3.577000;3.655000;ow
3.655000;3.747000;SIL
3.747000;3.801000;w
3.801000;3.835000;eh
3.835000;3.948000;nx
3.948000;4.087000;ay
4.087000;4.248000;k
4.248000;4.344000;ey
4.344000;4.549000;m
4.549000;4.682000;VOCNOISE
4.682000;4.871848;SIL
4.871848;5.022000;ah
5.022000;5.200557;b
5.200557;5.263000;ae
5.263000;5.342000;k
5.342000;5.372000;f
5.372000;5.409546;r
5.409546;5.493227;ah
5.493227;5.566000;m
5.566000;5.647000;ao
5.647000;5.725000;r
5.725000;5.800000;ah
5.800000;5.952493;g
5.952493;6.082000;eh
6.082000;6.356386;n
6.356386;6.433000;VOCNOISE
6.433000;6.470000;SIL
6.470000;6.603000;m
6.603000;6.701000;ay
6.701000;6.844000;f
6.844000;6.885000;aa
6.885000;6.983000;dh
6.983000;7.058000;er
7.058000;7.191000;w
7.191000;7.289000;ah
7.289000;7.352000;z
7.352000;7.452000;v
7.452000;7.552000;eh
7.552000;7.629000;r
7.629000;7.884000;iy
7.884000;8.105000;ih
8.105000;8.380678;l
8.380678;8.472000;VOCNOISE
8.472000;8.590000;SIL
8.590000;8.690000;eh
8.690000;8.768000;n
8.768000;8.900000;s
8.900000;9.030000;ow
9.030000;9.064000;ay
9.064000;9.140000;d
9.140000;9.166000;ih
9.166000;9.236472;dx
9.236472;9.285107;en
9.285107;9.360000;tq
9.360000;9.461000;w
9.461000;9.499420;aa
9.499420;9.534424;n
9.534424;9.648000;tq
9.648000;9.781000;f
9.781000;9.910000;el
9.910000;0.043000;t
0.043000;0.140000;ay
0.140000;0.158000;m
0.158000;0.288000;w
0.288000;0.383000;er
0.383000;0.437000;k
0.437000;0.490000;ih
0.490000;0.600000;n
0.600000;0.723000;ay
0.723000;0.787000;s
0.787000;0.842000;t
0.842000;0.911528;aa
0.911528;0.946267;r
0.946267;1.000000;dx
1.000000;1.063000;ih
1.063000;1.175000;d
1.175000;1.253000;s
1.253000;1.297000;ah
1.297000;1.396000;b
1.396000;1.445068;s
1.445068;1.576000;uh
1.576000;1.660000;t
1.660000;1.692000;uw
1.692000;1.766000;dx
1.766000;1.845000;iy
1.845000;2.014000;ng
2.014000;2.059000;aw
2.059000;2.150000;d
2.150000;2.324000;ih
2.324000;2.637000;n
2.637000;2.759000;ah
2.759000;2.820000;l
2.820000;2.936000;ih
2.936000;2.990000;k
2.990000;3.201616;iy
3.201616;3.350000;ng
3.350000;3.600350;k
3.600350;3.659355;aw
3.659355;3.905000;n
3.905000;4.529771;iy
4.529771;4.656000;VOCNOISE
4.656000;4.979000;SIL
4.979000;5.118000;ah
5.118000;5.237000;m
5.237000;5.346000;SIL
5.346000;5.442680;ih
5.442680;5.511068;w
5.511068;5.747000;ih
5.747000;5.821295;ch
5.821295;5.946000;SIL
5.946000;6.107000;p
6.107000;6.175000;ey
6.175000;6.294000;d
6.294000;6.487000;t
6.487000;6.682000;ch
6.682000;7.036000;t
7.036000;7.121000;t
7.121000;7.201583;eh
7.201583;7.321000;r
7.321000;7.416000;ah
7.416000;7.474000;b
7.474000;7.709000;l
7.709000;7.807000;iy
7.807000;8.076000;l
8.076000;8.157000;ow
8.157000;8.266000;dh
8.266000;8.560070;eh
8.560070;8.620000;VOCNOISE
8.620000;8.827000;dh
8.827000;8.905000;eh
8.905000;8.965000;dh
8.965000;9.014000;eh
9.014000;9.125000;r
9.125000;9.245000;z
9.245000;9.310000;ao
9.310000;9.422000;dh
9.422000;9.545000;iy
9.545000;9.575000;z
9.575000;9.655000;l
9.655000;9.694000;ih
9.694000;9.775000;dx
9.775000;9.895000;el
9.895000;9.985000;d
9.985000;0.072070;ih
0.072070;0.155000;s
0.155000;0.197000;t
0.197000;0.255573;r
0.255573;0.303572;ih
0.303572;0.445000;k
0.445000;0.505000;s
0.505000;0.585000;dh
0.585000;0.615000;eh
0.615000;0.715000;tq
0.715000;0.855000;hh
0.855000;0.965000;ae
0.965000;1.115000;s
1.115000;1.255000;SIL
1.255000;1.405000;ah
1.405000;1.515000;s
1.515000;1.560000;uw
1.560000;1.625000;p
1.625000;1.685000;er
1.685000;1.774000;ih
1.774000;1.832000;n
1.832000;1.961000;t
1.961000;2.044503;eh
2.044503;2.155000;n
2.155000;2.241174;eh
2.241174;2.588840;t
2.588840;2.639000;VOCNOISE
2.639000;2.711000;SIL
2.711000;2.804000;w
2.804000;2.849000;eh
2.849000;2.901000;l
2.901000;3.012000;n
3.012000;3.042000;ah
3.042000;3.121000;dh
3.121000;3.201000;ey
3.201000;3.246000;hh
3.246000;3.311000;ae
3.311000;3.420000;v
3.420000;3.501000;t
3.501000;3.556000;uw
3.556000;3.611246;eh
3.611246;3.666466;l
3.666466;3.741000;ah
3.741000;3.842748;m
3.842748;3.885000;eh
3.885000;3.953000;n
3.953000;3.991000;t
3.991000;4.081000;r
4.081000;4.154000;iy
4.154000;4.211000;s
4.211000;4.276000;w
4.276000;4.324000;ah
4.324000;4.365000;n
4.365000;4.426000;m
4.426000;4.463000;ih
4.463000;4.538000;d
4.538000;4.631000;el
4.631000;4.701000;s
4.701000;4.771000;k
4.771000;4.811000;uw
4.811000;4.861000;l
4.861000;4.926000;en
4.926000;4.971000;w
4.971000;5.048000;ah
5.048000;5.111000;n
5.111000;5.231000;hh
5.231000;5.311000;ay
5.311000;5.401000;s
5.401000;5.473000;k
5.473000;5.500000;uw
5.500000;5.555000;l
5.555000;5.616931;n
5.616931;5.741000;ah
5.741000;5.813000;s
5.813000;5.891000;uw
5.891000;5.959000;p
5.959000;6.031000;er
6.031000;6.091000;en
6.091000;6.211000;t
6.211000;6.274361;eh
6.274361;6.353000;n
6.353000;6.387351;eh
6.387351;6.491000;tq
6.491000;6.534000;w
6.534000;6.656000;ih
6.656000;6.731000;ch
6.731000;6.847749;dh
6.847749;6.894000;ey
6.894000;7.016019;d
7.016019;7.049450;ow
7.049450;7.099596;n
7.099596;7.178718;tq
7.178718;7.370387;n
7.370387;7.468451;iy
7.468451;7.505782;d
7.505782;7.583230;y
7.583230;7.657892;uh
7.657892;7.774000;n
7.774000;8.147313;ow
8.147313;8.258000;VOCNOISE
8.258000;8.329000;s
8.329000;8.379493;ah
8.379493;8.521000;dh
8.521000;8.604000;ey
8.604000;8.757000;d
8.757000;8.859000;VOCNOISE
8.859000;8.951000;hh
8.951000;9.046000;aa
9.046000;9.151000;r
9.151000;9.291000;VOCNOISE
9.291000;9.428000;sh
9.428000;9.535000;t
9.535000;9.688000;r
9.688000;9.728000;ey
9.728000;9.875000;dx
9.875000;9.903000;aw
9.903000;9.967000;dx
9.967000;0.103000;ah
0.103000;0.229468;k
0.229468;0.267273;aa
0.267273;0.368000;l
0.368000;0.470000;ey
0.470000;0.562000;jh
0.562000;0.633000;ao
0.633000;0.752000;w
0.752000;0.858000;iy
0.858000;1.238531;z
1.238531;1.412000;VOCNOISE
1.412000;1.439000;ae
1.439000;1.480000;n
1.480000;1.619000;n
1.619000;1.714000;eh
1.714000;1.779000;r
1.779000;1.861000;dh
1.861000;1.966000;eh
1.966000;2.044000;r
2.044000;2.156000;ih
2.156000;2.231000;z
2.231000;2.311000;ah
2.311000;2.541000;l
2.541000;2.581000;ao
2.581000;2.687000;dh
2.687000;2.732909;eh
2.732909;2.853000;tq
2.853000;3.011451;iy
3.011451;3.216255;SIL
3.216255;3.287979;ah
3.287979;3.350484;y
3.350484;3.428000;ih
3.428000;3.520000;hh
3.520000;3.595000;ae
3.595000;3.696000;v
3.696000;3.826000;t
3.826000;4.213000;p
4.213000;4.525029;ey
4.525029;4.599000;VOCNOISE
4.599000;4.635000;SIL
4.635000;4.691000;f
4.691000;4.750000;ao
4.750000;4.886000;r
4.886000;4.985000;y
4.985000;5.066000;er
5.066000;5.253000;ih
5.253000;5.287000;k
5.287000;5.318000;y
5.318000;5.391000;uw
5.391000;5.450000;m
5.450000;5.499617;y
5.499617;5.549000;ah
5.549000;5.649291;l
5.649291;5.695000;ey
5.695000;5.784000;dx
5.784000;5.831000;ih
5.831000;5.954000;d
5.954000;6.211000;t
6.211000;6.351000;ay
6.351000;6.763667;m
6.763667;6.878000;VOCNOISE
6.878000;7.001000;s
7.001000;7.104000;ow
7.104000;7.232000;ay
7.232000;7.276000;k
7.276000;7.307000;uh
7.307000;7.424000;dx
7.424000;7.454440;en
7.454440;7.487000;tq
7.487000;7.555000;g
7.555000;7.589000;ih
7.589000;7.657000;dx
7.657000;7.794000;uh
7.794000;7.964000;jh
7.964000;8.052000;aa
8.052000;8.187000;b
8.187000;8.298000;aw
8.298000;8.344000;t
8.344000;8.425000;th
8.425000;8.500000;eh
8.500000;8.558000;r
8.558000;8.624000;b
8.624000;8.711000;ih
8.711000;8.804000;k
8.804000;8.874000;ah
8.874000;8.979000;s
8.979000;9.074000;ay
9.074000;9.174000;hh
9.174000;9.214000;ae
9.214000;9.264000;d
9.264000;9.354000;ah
9.354000;9.524000;b
9.524000;9.564000;aw
9.564000;9.665000;t
9.665000;9.754000;s
9.754000;9.814000;ih
9.814000;9.904000;k
9.904000;9.934000;sh
9.934000;9.998000;y
9.998000;0.074000;iy
0.074000;0.184000;r
0.184000;0.234000;s
0.234000;0.303000;ih
0.303000;0.389000;k
0.389000;0.514000;s
0.514000;0.554000;p
0.554000;0.614000;iy
0.614000;0.689000;r
0.689000;0.807000;iy
0.807000;0.854000;th
0.854000;0.924000;dh
0.924000;1.001000;ey
1.001000;1.074000;hh
1.074000;1.115000;eh
1.115000;1.164254;d
1.164254;1.183000;t
1.183000;1.294000;ah
1.294000;1.414000;p
1.414000;1.481000;ey
1.481000;1.550000;m
1.550000;1.675000;iy
1.675000;1.716000;SIL
1.716000;1.798000;f
1.798000;1.895000;ao
1.895000;2.350716;r
2.350716;2.443000;VOCNOISE
2.443000;2.515000;SIL
2.515000;2.555000;s
2.555000;2.635000;ah
2.635000;2.761000;ay
2.761000;2.865000;k
2.865000;2.943000;ey
2.943000;3.000360;m
3.000360;3.024162;ih
3.024162;3.132000;n
3.132000;3.291000;b
3.291000;3.395000;ae
3.395000;3.465000;k
3.465000;3.535000;ih
3.535000;3.570000;n
3.570000;3.613000;t
3.613000;3.783000;ah
3.783000;3.804000;k
3.804000;3.927000;l
3.927000;4.005000;ah
4.005000;4.022000;m
4.022000;4.107068;b
4.107068;4.216000;ah
4.216000;4.265000;s
4.265000;4.322000;eh
4.322000;4.396000;n
4.396000;4.462000;ih
4.462000;4.526000;t
4.526000;4.586183;s
4.586183;4.634000;ah
4.634000;4.793000;l
4.793000;4.835000;aa
4.835000;4.905000;hh
4.905000;4.975000;hh
4.975000;5.060000;aa
5.060000;5.095000;r
5.095000;5.169000;d
5.169000;5.247000;er
5.247000;5.339000;t
5.339000;5.417000;uw
5.417000;5.533000;w
5.533000;5.642000;er
5.642000;5.715000;k
5.715000;5.795000;ih
5.795000;5.875000;n
5.875000;5.928000;k
5.928000;5.995000;l
5.995000;6.065000;ah
6.065000;6.095000;m
6.095000;6.163015;b
6.163015;6.238000;ah
6.238000;6.375000;s
6.375000;6.451000;p
6.451000;6.543000;ah
6.543000;6.579000;b
6.579000;6.671000;l
6.671000;6.777000;iy
6.777000;6.875000;k
6.875000;6.965000;b
6.965000;7.080000;ah
7.080000;7.849000;t
7.849000;7.920000;VOCNOISE
7.920000;8.102000;b
8.102000;8.331000;ah
8.331000;8.532000;t
8.532000;8.672000;ah
8.672000;8.784000;m
8.784000;8.994000;VOCNOISE
8.994000;9.237000;ay
9.237000;9.337000;ay
9.337000;9.543000;n
9.543000;9.614000;ow
9.614000;9.680000;dh
9.680000;9.842000;uh
9.842000;9.902000;t
9.902000;9.963000;eh
9.963000;0.032000;r
0.032000;0.183000;ih
0.183000;0.257000;t
0.257000;0.361000;ow
0.361000;0.432000;r
0.432000;0.542000;iy
0.542000;0.626000;eh
0.626000;0.746000;n
0.746000;0.806000;ow
0.806000;0.850000;w
0.850000;0.910000;eh
0.910000;1.033000;r
1.033000;1.115000;ay
1.115000;1.182000;m
1.182000;1.338000;g
1.338000;1.402000;ow
1.402000;1.432000;ih
1.432000;2.067000;n
2.067000;3.594000;LAUGH
3.594000;3.656000;IVER
3.656000;3.722000;dh
3.722000;3.838000;ah
3.838000;3.961000;p
3.961000;4.044000;aa
4.044000;4.068000;p
4.068000;4.119626;y
4.119626;4.185041;ah
4.185041;4.328000;l
4.328000;4.482000;ey
4.482000;4.574000;sh
4.574000;4.680000;ah
4.680000;4.781655;n
4.781655;4.836000;SIL
4.836000;4.962000;n
4.962000;5.062000;ih
5.062000;5.142000;z
5.142000;5.238000;m
5.238000;5.402000;ah
5.402000;5.502000;ch
5.502000;5.582000;d
5.582000;5.712000;ih
5.712000;5.792000;f
5.792000;5.887000;er
5.887000;5.982000;n
5.982000;6.152000;y
6.152000;6.342000;eh
6.342000;8.662000;s
8.662000;8.742000;IVER
8.742000;8.890000;w
8.890000;9.019000;eh
9.019000;9.080000;l
9.080000;9.154000;dh
9.154000;9.202000;iy
9.202000;9.270000;y
9.270000;9.372000;uh
9.372000;9.522000;hh
9.522000;9.639000;ae
9.639000;9.985167;v
9.985167;0.061000;ah
0.061000;0.122000;y
0.122000;0.212000;uh
0.212000;0.312000;hh
0.312000;0.354759;ae
0.354759;0.382000;v
0.382000;0.432000;ah
0.432000;0.656000;n
0.656000;0.722078;er
0.722078;0.785000;b
0.785000;0.846000;ah
0.846000;0.958000;n
0.958000;1.121000;eh
1.121000;1.217060;r
1.217060;1.294000;iy
1.294000;1.369000;ah
1.369000;1.451000;w
1.451000;1.542000;ih
1.542000;1.597000;th
1.597000;1.682000;ah
1.682000;1.802000;l
1.802000;1.832000;aa
1.832000;1.892000;dx
1.892000;2.012000;ah
2.012000;2.100000;v
